C:\WinT,A100\DIL805.PR,O\Data\Def,ormation,\SalimAlha,bsi\Ti64,\Basic file\,039_Compress,ion_Salim_Ti6,4_850_-2,.0_CoolQu,ench_012_.,asc
No.,Time,Tem.1,DL,Force,Strain,kf (Def.),Phi  (D),Phi* (D),Tem.2,Tem.3,Poti,HF
,s,∞C,µm,N,%,N/mm≤,,1/s,∞C,∞C,mm,%
19,6.000904,19.5,-0.08,0.5,0,0.0272,0,0,-20,-20,24.6709,0.06
20,6.333829,19.9,-0.11,0,0,-0.0014,0,0,-20,-20,24.6709,0
21,6.666781,19.7,-0.16,0.5,0,0.0272,0,0,-20,-20,24.6709,0.05
22,7.001689,19.7,-0.14,0.4,0,0.0201,0,0,-20,-20,24.6709,0
23,7.334716,19.7,-0.12,-0.5,0,-0.0229,0,0,-20,-20,24.6709,0.12
24,7.667581,19.7,-0.11,0.4,0,0.0201,0,0,-20,-20,24.6709,0.07
25,8.000497,19.6,-0.15,-0.6,0,-0.0301,0,0,-20,-20,24.6709,0
26,8.3334,19.8,-0.17,0.3,0,0.0129,0,0,-20,-20,24.6709,0
27,8.668151,19.8,-0.03,1,0,0.0488,0,0,-20,-20,24.6709,0.22
28,9.001091,19.8,-0.15,0.8,0,0.0416,0,0,-20,-20,24.6709,0.12
29,9.334041,19.8,-0.14,1.4,0,0.0703,0,0,-20,-20,24.6709,0.46
30,9.666884,19.8,-0.15,-0.5,0,-0.0229,0,0,-20,-20,24.6709,0.54
31,10.220869,19.9,-0.25,1.4,0,0.0703,0,0,-20,-20,24.6708,3.42
32,10.775033,22.4,-0.17,0.8,0,0.0416,0,0,-20,-20,24.6708,9.69
33,11.327336,27,0.16,0.3,0,0.0129,0,0,-20,-20,24.6709,8.74
34,11.881451,29.6,0.3,1.1,0,0.0559,0,0,-20,-20,24.6709,7.93
35,12.433654,32.2,0.47,1.4,0,0.0703,0,0,-20,-20,24.6709,8.2
36,12.987848,34.8,0.65,1.4,-0.01,0.0703,0,0,-20,-20,24.6709,8.76
37,13.542003,37.6,0.94,2.4,-0.01,0.1205,0,0,-20,-20,24.6709,9.05
38,14.094133,40.7,1.1,2.8,-0.01,0.142,0,0,-20,-20,24.6709,9.08
39,14.648224,43.1,1.32,2.6,-0.01,0.1348,0,0,-20,-20,24.6709,9.62
40,15.200385,45.8,1.56,2.2,-0.02,0.1133,0,0,-20,-20,24.6709,10.1
41,15.754531,48.6,1.69,2.5,-0.02,0.1276,0,0,-20,-20,24.6709,10.05
42,16.308504,51.3,1.91,2.6,-0.02,0.1348,0,0,-20,-20,24.6709,10.47
43,16.860855,54.2,2.17,2.6,-0.02,0.1348,0,0,-20,-20,24.6709,10.61
44,17.41498,57,2.39,2.4,-0.02,0.1205,0,0,-20,-20,24.6709,10.74
45,17.967199,59.7,2.54,2.4,-0.03,0.1205,0,0,-20,-20,24.6709,10.82
46,18.521294,62.5,2.86,3.2,-0.03,0.1635,0,0,-20,-20,24.6709,11.17
47,19.07362,65.3,3.1,3.4,-0.03,0.1707,0,0,-20,-20,24.6709,11.35
48,19.627724,68.2,3.25,3.6,-0.03,0.185,0,0,-20,-20,24.6709,11.16
49,20.181873,70.8,3.55,3.4,-0.04,0.1707,0,0,-20,-20,24.6708,11.65
50,20.734251,73.5,3.78,3.8,-0.04,0.1922,0,0,-20,-20,24.6708,12.11
51,21.288481,76.3,4.09,3.2,-0.04,0.1635,0,0,-20,-20,24.6708,12.36
52,21.84074,79.2,4.21,3.8,-0.04,0.1922,0,0,-20,-20,24.6709,12.19
53,22.394922,82.1,4.52,3.9,-0.05,0.1994,0,0,-20,-20,24.6708,12.25
54,22.947054,84.8,4.73,3.2,-0.05,0.1635,0,0,-20,-20,24.6709,12.59
55,23.501165,87.5,4.95,4.6,-0.05,0.2353,0,0,-20,-20,24.6708,12.63
56,24.055403,90.3,5.14,3.6,-0.05,0.1851,0,0,-20,-20,24.6708,12.69
57,24.607567,93.1,5.45,3.5,-0.05,0.1779,0,0,-20,-20,24.6708,12.83
58,25.161655,95.8,5.64,3.5,-0.06,0.1779,0,0,-20,-20,24.6708,13.26
59,25.714027,98.5,5.91,3.2,-0.06,0.1636,0,0,-20,-20,24.6708,13.42
60,26.268257,101.3,6.04,3.2,-0.06,0.1636,0,0,-20,-20,24.6708,13.28
61,26.820522,103.9,6.22,3.9,-0.06,0.1994,0,0,-20,-20,24.6708,13.59
62,27.374588,106.9,6.61,3.8,-0.07,0.1923,0,0,-20,-20,24.6708,13.5
63,27.926893,109.7,6.79,4.2,-0.07,0.2138,0,0,-20,-20,24.6708,13.75
64,28.481176,112,6.96,2.4,-0.07,0.1205,0,0,-20,-20,24.6708,14.27
65,29.033573,115,7.09,2.9,-0.07,0.1492,0,0,-20,-20,24.6709,14.28
66,29.587763,118,7.49,4.2,-0.07,0.2138,0,0,-20,-20,24.6708,14.29
67,30.141872,120.5,7.67,4.1,-0.08,0.2066,0,0,-20,-20,24.6708,14.4
68,30.694153,123.6,7.91,4.1,-0.08,0.2066,0,0,-20,-20,24.6709,14.52
69,31.248335,126.1,8.14,3.1,-0.08,0.1564,0,0,-20,-20,24.6709,14.65
70,31.800619,129.1,8.44,4.1,-0.08,0.2067,0,0,-20,-20,24.6709,14.6
71,32.354797,131.6,8.53,3.8,-0.09,0.1923,0,0,-20,-20,24.6709,15.17
72,32.907139,134.6,8.83,3.9,-0.09,0.1995,0,0,-20,-20,24.6708,15.05
73,33.461258,137.4,9.14,3.4,-0.09,0.1708,0,0,-20,-20,24.6709,15.01
74,34.013599,140,9.33,3.9,-0.09,0.1995,0,0,-20,-20,24.6708,15.18
75,34.567734,142.8,9.51,3.1,-0.1,0.1564,0,0,-20,-20,24.6708,15.42
76,35.121906,145.7,9.75,3.2,-0.1,0.1636,0,0,-20,-20,24.6708,15.42
77,35.674168,148.4,9.99,3.9,-0.1,0.1995,0,0,-20,-20,24.6708,15.52
78,36.228325,151.2,10.24,3.9,-0.1,0.1995,0,0,-20,-20,24.6708,15.71
79,36.780781,153.8,10.47,3.6,-0.1,0.1852,0,0,-20,-20,24.6708,16.01
80,37.335052,156.7,10.77,3.9,-0.11,0.1995,0,0,-20,-20,24.6708,16.04
81,37.887192,159.5,10.99,3.9,-0.11,0.1995,0,0,-20,-20,24.6708,16.14
82,38.441395,162.4,11.23,2.9,-0.11,0.1493,0,0,-20,-20,24.6708,15.99
83,38.993694,165.1,11.47,3.8,-0.11,0.1924,0,0,-20,-20,24.6708,16.2
84,39.547935,167.7,11.78,3.6,-0.12,0.1852,0,0,-20,-20,24.6708,16.62
85,40.102085,170.5,11.91,4.6,-0.12,0.2354,0,0,-20,-20,24.6708,16.94
86,40.654453,173.4,12.26,3.6,-0.12,0.1852,0,0,-20,-20,24.6708,16.65
87,41.20866,176,12.46,4.2,-0.12,0.2139,0,0,-20,-20,24.6708,16.83
88,41.760971,178.9,12.73,4.1,-0.13,0.2067,0,0,-20,-20,24.6708,16.91
89,42.315254,181.6,13.01,3.9,-0.13,0.1996,0,0,-20,-20,24.6708,17.07
90,42.867573,184.3,13.26,3.5,-0.13,0.178,0,0,-20,-20,24.6708,17.19
91,43.42181,187.2,13.5,3.5,-0.14,0.178,0,0,-20,-20,24.6708,17.21
92,43.974121,189.7,13.82,2.9,-0.14,0.1493,0,0,-20,-20,24.6708,17.63
93,44.528217,192.7,14.1,3.6,-0.14,0.1852,0,0,-20,-20,24.6708,17.42
94,45.080494,195.4,14.3,3.4,-0.14,0.1709,0,0,-20,-20,24.6708,17.68
95,45.634743,198.1,14.55,3.1,-0.15,0.1565,0,0,-20,-20,24.6708,17.79
96,46.186893,200.9,14.77,3.8,-0.15,0.1924,0,0,-20,-20,24.6708,17.79
97,46.74123,203.8,15.17,3.4,-0.15,0.1709,0,0,-20,-20,24.6708,17.99
98,47.293648,206.4,15.45,3.2,-0.15,0.1637,0,0,-20,-20,24.6708,18.08
99,47.847889,209.3,15.72,3.8,-0.16,0.1924,0,0,-20,-20,24.6708,18.05
100,48.401905,211.9,15.96,4.1,-0.16,0.2068,0,0,-20,-20,24.6708,18.38
101,48.954178,214.7,16.23,3.5,-0.16,0.1781,0,0,-20,-20,24.6708,18.33
102,49.508495,217.6,16.51,3.6,-0.17,0.1853,0,0,-20,-20,24.6708,18.42
103,50.060738,220.2,16.78,3.8,-0.17,0.1925,0,0,-20,-20,24.6708,18.65
104,50.614922,223.2,17.07,3.4,-0.17,0.1709,0,0,-20,-20,24.6708,18.5
105,51.167328,225.9,17.46,3.5,-0.17,0.1781,0,0,-20,-20,24.6708,18.61
106,51.721443,228.7,17.64,3.8,-0.18,0.1925,0,0,-20,-20,24.6708,18.75
107,52.273693,231.3,17.92,3.8,-0.18,0.1925,0,0,-20,-20,24.6708,18.91
108,52.827862,234.1,18.12,4.2,-0.18,0.214,0,0,-20,-20,24.6708,19.17
109,53.38205,236.9,18.49,3.5,-0.18,0.1781,0,0,-20,-20,24.6708,19.23
110,53.934319,239.6,18.76,3.4,-0.19,0.171,0,0,-20,-20,24.6708,19.23
111,54.488533,242.4,18.93,4.5,-0.19,0.2284,0,0,-20,-20,24.6708,19.43
112,55.040749,245.2,19.29,4.1,-0.19,0.2069,0,0,-20,-20,24.6708,19.41
113,55.594875,247.9,19.55,3.2,-0.2,0.1638,0,0,-20,-20,24.6708,19.5
114,56.147125,250.6,19.72,2.4,-0.2,0.1207,0,0,-20,-20,24.6708,19.72
115,56.701305,253.5,20.03,3.5,-0.2,0.1782,0,0,-20,-20,24.6708,19.49
116,57.255451,256.3,20.28,3.6,-0.2,0.1853,0,0,-20,-20,24.6708,19.84
117,57.807808,258.9,20.57,3.9,-0.21,0.1997,0,0,-20,-20,24.6708,19.95
118,58.362095,261.7,20.75,4.6,-0.21,0.2356,0,0,-20,-20,24.6708,20.12
119,58.914391,264.5,21.11,3.6,-0.21,0.1854,0,0,-20,-20,24.6708,20.04
120,59.468578,267.2,21.39,3.4,-0.21,0.171,0,0,-20,-20,24.6708,20.28
121,60.02071,270,21.66,2.6,-0.22,0.1351,0,0,-20,-20,24.6708,20.44
122,60.574802,273,21.94,3.9,-0.22,0.1997,0,0,-20,-20,24.6708,20.09
123,61.127075,275.4,22.24,3.8,-0.22,0.1926,0,0,-20,-20,24.6708,20.65
124,61.681351,278.4,22.55,3.6,-0.23,0.1854,0,0,-20,-20,24.6708,20.45
125,62.233715,281.1,22.86,3.4,-0.23,0.171,0,0,-20,-20,24.6708,20.75
126,62.788025,283.9,23.06,4.5,-0.23,0.2285,0,0,-20,-20,24.6708,20.56
127,63.340351,286.6,23.45,3.6,-0.23,0.1854,0,0,-20,-20,24.6708,20.89
128,63.894524,289.4,23.74,4.1,-0.24,0.207,0,0,-20,-20,24.6708,20.8
129,64.44873,292.2,23.95,2.6,-0.24,0.1351,0,0,-20,-20,24.6708,20.94
130,65.000984,295,24.3,3.8,-0.24,0.1926,0,0,-20,-20,24.6708,21.06
131,65.55513,297.7,24.61,3.2,-0.25,0.1639,0,0,-20,-20,24.6708,21.07
132,66.107529,300.6,24.98,3.4,-0.25,0.1711,0,0,-20,-20,24.6708,21.17
133,66.661591,303.4,25.21,3.4,-0.25,0.1711,0,0,-20,-20,24.6708,21.09
134,67.213799,306,25.52,3.6,-0.26,0.1854,0,0,-20,-20,24.6708,21.4
135,67.76796,308.8,25.87,2.6,-0.26,0.1351,0,0,-20,-20,24.6708,21.51
136,68.320274,311.6,26.12,4.1,-0.26,0.207,0,0,-20,-20,24.6708,21.44
137,68.874374,314.5,26.53,4.3,-0.27,0.2214,0,0,-20,-20,24.6708,21.44
138,69.428528,317,26.73,2.9,-0.27,0.1495,0,0,-20,-20,24.6708,21.66
139,69.980766,319.8,27.02,4.3,-0.27,0.2214,0,0,-20,-20,24.6708,21.86
140,70.534805,322.7,27.31,3.1,-0.27,0.1567,0,0,-20,-20,24.6708,21.91
141,71.08699,325.3,27.64,3.1,-0.28,0.1567,0,0,-20,-20,24.6708,22
142,71.641098,328.3,27.95,4.2,-0.28,0.2142,0,0,-20,-20,24.6708,21.82
143,72.195221,331,28.27,3.8,-0.28,0.1927,0,0,-20,-20,24.6708,21.97
144,72.747482,333.6,28.67,4.1,-0.29,0.2071,0,0,-20,-20,24.6708,22.22
145,73.301598,336.6,28.94,3.8,-0.29,0.1927,0,0,-20,-20,24.6708,21.99
146,73.853905,339.3,29.25,3.1,-0.29,0.1568,0,0,-20,-20,24.6708,22.2
147,74.408165,342,29.54,3.2,-0.3,0.1639,0,0,-20,-20,24.6708,22.41
148,74.960495,344.8,29.81,3.5,-0.3,0.1783,0,0,-20,-20,24.6708,22.37
149,75.514519,347.6,30.26,3.6,-0.3,0.1855,0,0,-20,-20,24.6708,22.63
150,76.068619,350.2,30.5,3.5,-0.31,0.1783,0,0,-20,-20,24.6708,22.64
151,76.620697,353.1,30.84,2.8,-0.31,0.1424,0,0,-20,-20,24.6708,22.75
152,77.174789,355.8,31.16,3.4,-0.31,0.1712,0,0,-20,-20,24.6708,22.85
153,77.726997,358.5,31.54,3.8,-0.32,0.1927,0,0,-20,-20,24.6708,22.97
154,78.281166,361.4,31.84,3.4,-0.32,0.1712,0,0,-20,-20,24.6708,23.03
155,78.835411,364,32.11,2.6,-0.32,0.1352,0,0,-20,-20,24.6708,23.17
156,79.387627,366.9,32.49,2.9,-0.32,0.1496,0,0,-20,-20,24.6708,23.07
157,79.941696,369.7,32.79,3.1,-0.33,0.1568,0,0,-20,-20,24.6708,23.24
158,80.493927,372.5,33.09,3.5,-0.33,0.1784,0,0,-20,-20,24.6708,23.12
159,81.048065,375.3,33.36,3.8,-0.33,0.1928,0,0,-20,-20,24.6708,23.19
160,81.601952,377.9,33.69,3.4,-0.34,0.1712,0,0,-20,-20,24.6708,23.52
161,82.154381,380.7,34.04,3.6,-0.34,0.1856,0,0,-20,-20,24.6708,23.49
162,82.708549,383.6,34.41,3.9,-0.34,0.2,0,0,-20,-20,24.6708,23.27
163,83.260902,386.3,34.77,2.8,-0.35,0.1424,0,0,-20,-20,24.6708,23.79
164,83.815025,389,35.09,3.1,-0.35,0.1568,0,0,-20,-20,24.6708,23.77
165,84.367233,391.7,35.37,3.9,-0.35,0.2,0,0,-20,-20,24.6708,23.76
166,84.921455,394.7,35.78,3.8,-0.36,0.1928,0,0,-20,-20,24.6708,23.6
167,85.473701,397.3,36.1,4.1,-0.36,0.2072,0,0,-20,-20,24.6708,23.99
168,86.027702,400.2,36.42,3.6,-0.36,0.1856,0,0,-20,-20,24.6708,23.74
169,86.581856,402.9,36.71,2.8,-0.37,0.1425,0,0,-20,-20,24.6708,23.95
170,87.134079,405.7,37.11,3.5,-0.37,0.1785,0,0,-20,-20,24.6708,24.09
171,87.688263,408.3,37.42,2.8,-0.37,0.1425,0,0,-20,-20,24.6708,24.24
172,88.240662,411.2,37.66,3.2,-0.38,0.1641,0,0,-20,-20,24.6708,24.12
173,88.795029,414,38.09,2.9,-0.38,0.1497,0,0,-20,-20,24.6708,24.18
174,89.347366,416.7,38.36,2.9,-0.38,0.1497,0,0,-20,-20,24.6708,24.3
175,89.901466,419.6,38.71,3.8,-0.39,0.1929,0,0,-20,-20,24.6708,24.13
176,90.453758,422.3,38.97,2.5,-0.39,0.1281,0,0,-20,-20,24.6708,24.48
177,91.00808,425.1,39.47,3.2,-0.39,0.1641,0,0,-20,-20,24.6708,24.49
178,91.560577,427.7,39.68,3.1,-0.4,0.1569,0,0,-20,-20,24.6708,24.69
179,92.114738,430.7,40.07,3.1,-0.4,0.1569,0,0,-20,-20,24.6708,24.58
180,92.66713,433.2,40.39,3.2,-0.4,0.1641,0,0,-20,-20,24.6708,24.88
181,93.221436,436.1,40.67,3.8,-0.41,0.1929,0,0,-20,-20,24.6708,24.7
182,93.773735,438.9,41.08,2.9,-0.41,0.1497,0,0,-20,-20,24.6708,24.69
183,94.327942,441.7,41.31,3.8,-0.41,0.1929,0,0,-20,-20,24.6708,24.79
184,94.88028,444.5,41.78,3.4,-0.42,0.1713,0,0,-20,-20,24.6708,25.05
185,95.434425,447.2,42.05,3.5,-0.42,0.1786,0,0,-20,-20,24.6708,25.05
186,95.988625,449.9,42.39,3.5,-0.42,0.1786,0,0,-20,-20,24.6708,25.27
187,96.540962,452.7,42.7,4.1,-0.43,0.2074,0,0,-20,-20,24.6708,25.24
188,97.095131,455.5,43.03,4.5,-0.43,0.229,0,0,-20,-20,24.6708,25.26
189,97.647469,458.3,43.4,3.4,-0.43,0.1714,0,0,-20,-20,24.6708,25.26
190,98.201736,460.9,43.67,3.2,-0.44,0.1642,0,0,-20,-20,24.6708,25.48
191,98.753891,463.6,44.04,3.5,-0.44,0.1786,0,0,-20,-20,24.6708,25.59
192,99.307953,466.6,44.42,3.4,-0.44,0.1714,0,0,-20,-20,24.6708,25.4
193,99.862129,469.2,44.69,4.2,-0.45,0.2146,0,0,-20,-20,24.6708,25.7
194,100.414429,472,45.1,3.1,-0.45,0.157,0,0,-20,-20,24.6708,25.74
195,100.968636,474.8,45.37,3.9,-0.45,0.2002,0,0,-20,-20,24.6708,25.7
196,101.520897,477.4,45.7,3.6,-0.46,0.1858,0,0,-20,-20,24.6708,25.83
197,102.07518,480.3,46.05,3.9,-0.46,0.2002,0,0,-20,-20,24.6708,25.93
198,102.627449,483.2,46.37,3.8,-0.46,0.193,0,0,-20,-20,24.6708,25.79
199,103.181648,485.8,46.71,4.5,-0.47,0.2291,0,0,-20,-20,24.6708,25.97
200,103.733818,488.6,47.13,3.4,-0.47,0.1714,0,0,-20,-20,24.6708,26.1
201,104.287971,491.4,47.48,2.9,-0.47,0.1498,0,0,-20,-20,24.6708,26.08
202,104.840424,494.2,47.8,3.1,-0.48,0.157,0,0,-20,-20,24.6708,26.15
203,105.394745,496.9,48.19,4.8,-0.48,0.2435,0,0,-20,-20,24.6708,26.2
204,105.947021,499.6,48.48,3.8,-0.48,0.1931,0,0,-20,-20,24.6708,26.38
205,106.501144,502.6,48.86,3.8,-0.49,0.1931,0,0,-20,-20,24.6708,26.16
206,107.055473,505.2,49.18,3.5,-0.49,0.1787,0,0,-20,-20,24.6708,26.47
207,107.60775,508,49.58,3.1,-0.5,0.1571,0,0,-20,-20,24.6708,26.48
208,108.16188,510.7,49.93,3.5,-0.5,0.1787,0,0,-20,-20,24.6708,26.52
209,108.714096,513.6,50.34,3.1,-0.5,0.1571,0,0,-20,-20,24.6708,26.44
210,109.268219,516.3,50.68,3.4,-0.51,0.1715,0,0,-20,-20,24.6708,26.69
211,109.820541,518.9,50.93,3.5,-0.51,0.1787,0,0,-20,-20,24.6708,26.76
212,110.374657,521.9,51.33,3.5,-0.51,0.1787,0,0,-20,-20,24.6708,26.67
213,110.92701,524.6,51.66,3.9,-0.52,0.2003,0,0,-20,-20,24.6708,26.97
214,111.481155,527.3,52.02,3.4,-0.52,0.1715,0,0,-20,-20,24.6708,26.99
215,112.035309,530.1,52.44,4.2,-0.52,0.2148,0,0,-20,-20,24.6708,27.08
216,112.587593,532.9,52.83,3.5,-0.53,0.1787,0,0,-20,-20,24.6708,27.12
217,113.141823,535.7,53.18,3.5,-0.53,0.1787,0,0,-20,-20,24.6708,27.19
218,113.694183,538.5,53.52,4.6,-0.54,0.2364,0,0,-20,-20,24.6708,27.29
219,114.248459,541.2,53.92,3.2,-0.54,0.1643,0,0,-20,-20,24.6708,27.32
220,114.800705,543.9,54.27,3.5,-0.54,0.1788,0,0,-20,-20,24.6708,27.43
221,115.354973,546.7,54.57,3.4,-0.55,0.1716,0,0,-20,-20,24.6708,27.42
222,115.907249,549.5,54.96,3.6,-0.55,0.186,0,0,-20,-20,24.6708,27.54
223,116.461426,552.2,55.35,3.2,-0.55,0.1644,0,0,-20,-20,24.6708,27.61
224,117.013611,555.1,55.68,3.4,-0.56,0.1716,0,0,-20,-20,24.6708,27.74
225,117.567795,557.9,55.97,2.5,-0.56,0.1283,0,0,-20,-20,24.6708,27.91
226,118.121956,560.5,56.28,2.6,-0.56,0.1355,0,0,-20,-20,24.6708,27.86
227,118.674194,563.3,56.69,3.5,-0.57,0.1788,0,0,-20,-20,24.6708,28.04
228,119.228409,566.1,57.06,2.9,-0.57,0.15,0,0,-20,-20,24.6708,28.02
229,119.780632,568.9,57.46,3.1,-0.57,0.1572,0,0,-20,-20,24.6708,28.08
230,120.334824,571.7,57.86,3.2,-0.58,0.1644,0,0,-20,-20,24.6708,28.12
231,120.886986,574.4,58.21,3.9,-0.58,0.2005,0,0,-20,-20,24.6708,28.11
232,121.441193,577.2,58.46,2.9,-0.58,0.15,0,0,-20,-20,24.6708,28.3
233,121.995415,580.1,58.87,3.8,-0.59,0.1933,0,0,-20,-20,24.6708,28.18
234,122.547729,582.8,59.26,3.5,-0.59,0.1789,0,0,-20,-20,24.6708,28.51
235,123.101959,585.5,59.64,3.5,-0.6,0.1789,0,0,-20,-20,24.6708,28.49
236,123.654213,588.3,60.01,3.4,-0.6,0.1717,0,0,-20,-20,24.6708,28.47
237,124.208405,590.9,60.44,3.1,-0.6,0.1572,0,0,-20,-20,24.6708,28.79
238,124.760635,593.8,60.83,3.6,-0.61,0.1861,0,0,-20,-20,24.6708,28.71
239,125.314995,596.6,61.16,3.4,-0.61,0.1717,0,0,-20,-20,24.6708,28.64
240,125.867226,599.2,61.55,3.4,-0.62,0.1717,0,0,-20,-20,24.6708,28.85
241,126.421364,602.2,61.94,3.8,-0.62,0.1933,0,0,-20,-20,24.6708,28.81
242,126.973557,604.8,62.4,3.9,-0.62,0.2006,0,0,-20,-20,24.6708,29.01
243,127.527725,607.5,62.73,3.1,-0.63,0.1573,0,0,-20,-20,24.6708,29.04
244,128.081818,610.2,63.15,2.6,-0.63,0.1356,0,0,-20,-20,24.6708,29.21
245,128.634079,613.1,63.49,3.4,-0.63,0.1717,0,0,-20,-20,24.6708,29.14
246,129.188171,615.9,63.85,3.2,-0.64,0.1645,0,0,-20,-20,24.6708,29.08
247,129.740311,618.7,64.19,2.9,-0.64,0.1501,0,0,-20,-20,24.6708,29.18
248,130.294403,621.4,64.58,3.6,-0.65,0.1862,0,0,-20,-20,24.6708,29.25
249,130.848572,624.3,64.93,2.9,-0.65,0.1501,0,0,-20,-20,24.6708,29.24
250,131.400894,627.1,65.27,3.1,-0.65,0.1573,0,0,-20,-20,24.6708,29.39
251,131.95517,629.7,65.7,3.4,-0.66,0.1718,0,0,-20,-20,24.6708,29.32
252,132.507401,632.5,66.03,2.9,-0.66,0.1501,0,0,-20,-20,24.6708,29.45
253,133.0616,635.3,66.38,3.4,-0.66,0.1718,0,0,-20,-20,24.6708,29.65
254,133.613892,638.1,66.79,3.8,-0.67,0.1934,0,0,-20,-20,24.6708,29.65
255,134.168137,641,67.22,3.4,-0.67,0.1718,0,0,-20,-20,24.6708,29.68
256,134.722092,643.6,67.49,3.5,-0.67,0.179,0,0,-20,-20,24.6708,29.91
257,135.274261,646.3,67.96,3.1,-0.68,0.1574,0,0,-20,-20,24.6708,29.81
258,135.828415,649.2,68.31,1.9,-0.68,0.0996,0,0,-20,-20,24.6708,29.85
259,136.380692,652,68.66,3.5,-0.69,0.179,0,0,-20,-20,24.6708,29.96
260,136.934967,654.6,69.09,2.2,-0.69,0.1141,0,0,-20,-20,24.6708,30.34
261,137.487198,657.4,69.47,3.6,-0.69,0.1863,0,0,-20,-20,24.6708,30.01
262,138.041534,660.2,69.86,3.8,-0.7,0.1935,0,0,-20,-20,24.6708,30.34
263,138.593948,663,70.28,2.5,-0.7,0.1285,0,0,-20,-20,24.6708,30.16
264,139.148285,665.7,70.68,3.6,-0.71,0.1863,0,0,-20,-20,24.6708,30.57
265,139.7005,668.5,71,2.8,-0.71,0.143,0,0,-20,-20,24.6708,30.26
266,140.254776,671.2,71.41,2.4,-0.71,0.1213,0,0,-20,-20,24.6708,30.48
267,140.807037,674.1,71.8,1.9,-0.72,0.0996,0,0,-20,-20,24.6708,30.52
268,141.361328,676.8,72.19,3.1,-0.72,0.1574,0,0,-20,-20,24.6708,30.69
269,141.915436,679.6,72.61,2.2,-0.73,0.1141,0,0,-20,-20,24.6708,30.57
270,142.467636,682.4,73.01,1.9,-0.73,0.0997,0,0,-20,-20,24.6708,30.68
271,143.021729,685.1,73.34,2.6,-0.73,0.1358,0,0,-20,-20,24.6708,30.56
272,143.573959,687.9,73.77,3.1,-0.74,0.1574,0,0,-20,-20,24.6708,30.67
273,144.128082,690.7,74.12,3.2,-0.74,0.1647,0,0,-20,-20,24.6708,30.81
274,144.680405,693.4,74.61,2.9,-0.75,0.1502,0,0,-20,-20,24.6708,30.86
275,145.234619,696.1,74.91,3.1,-0.75,0.1575,0,0,-20,-20,24.6708,31.15
276,145.786942,699,75.45,3.1,-0.75,0.1575,0,0,-20,-20,24.6708,31.16
277,146.34108,701.7,75.67,3.2,-0.76,0.1647,0,0,-20,-20,24.6708,31.18
278,146.895187,704.5,76.22,3.2,-0.76,0.1647,0,0,-20,-20,24.6708,31.13
279,147.447632,707.2,76.53,2.2,-0.77,0.1141,0,0,-20,-20,24.6708,31.13
280,148.001785,709.8,76.95,2.6,-0.77,0.1358,0,0,-20,-20,24.6708,31.53
281,148.554214,712.8,77.37,2.5,-0.77,0.1286,0,0,-20,-20,24.6708,31.19
282,149.108398,715.6,77.75,2.2,-0.78,0.1142,0,0,-20,-20,24.6708,31.41
283,149.660736,718.2,78.07,3.6,-0.78,0.1864,0,0,-20,-20,24.6708,31.7
284,150.214783,721.2,78.58,2.2,-0.79,0.1142,0,0,-20,-20,24.6708,31.36
285,150.767029,723.8,78.89,3.1,-0.79,0.1575,0,0,-20,-20,24.6708,31.49
286,151.321075,726.6,79.3,2.6,-0.79,0.1359,0,0,-20,-20,24.6708,31.67
287,151.875183,729.5,79.75,2.8,-0.8,0.1431,0,0,-20,-20,24.6708,31.57
288,152.427536,732,80.12,2.6,-0.8,0.1359,0,0,-20,-20,24.6708,31.89
289,152.981644,735,80.53,2.8,-0.81,0.1431,0,0,-20,-20,24.6708,31.75
290,153.533875,737.6,80.97,2.2,-0.81,0.1142,0,0,-20,-20,24.6708,31.91
291,154.087997,740.4,81.34,2.9,-0.81,0.1503,0,0,-20,-20,24.6708,31.89
292,154.64035,743.2,81.71,3.2,-0.82,0.1648,0,0,-20,-20,24.6708,31.98
293,155.194427,746.1,82.17,2.6,-0.82,0.1359,0,0,-20,-20,24.6708,31.95
294,155.748505,748.8,82.52,3.2,-0.83,0.1648,0,0,-20,-20,24.6708,32.17
295,156.300827,751.6,82.87,2.5,-0.83,0.1287,0,0,-20,-20,24.6708,32.14
296,156.854858,754.3,83.34,1.5,-0.83,0.0781,0,0,-20,-20,24.6708,32.32
297,157.407043,756.9,83.72,1.8,-0.84,0.0925,0,0,-20,-20,24.6708,32.42
298,157.961304,759.6,84.09,2.2,-0.84,0.1142,0,0,-20,-20,24.6708,32.58
299,158.513733,762.7,84.5,1.7,-0.85,0.0853,0,0,-20,-20,24.6708,32.48
300,159.067917,765.3,84.93,2.5,-0.85,0.1287,0,0,-20,-20,24.6708,32.55
301,159.620239,768.1,85.29,2.6,-0.85,0.1359,0,0,-20,-20,24.6708,32.56
302,160.174622,770.8,85.77,2.6,-0.86,0.1359,0,0,-20,-20,24.6708,32.86
303,160.726913,773.7,86.03,2.5,-0.86,0.1287,0,0,-20,-20,24.6708,32.71
304,161.281189,776.3,86.52,2.6,-0.87,0.136,0,0,-20,-20,24.6708,32.87
305,161.835464,779.1,86.91,2.5,-0.87,0.1287,0,0,-20,-20,24.6708,33.06
306,162.38768,781.8,87.22,2.5,-0.87,0.1287,0,0,-20,-20,24.6708,33.21
307,162.941681,784.6,87.75,2.5,-0.88,0.1287,0,0,-20,-20,24.6708,32.91
308,163.493805,787.5,88.1,1.9,-0.88,0.0998,0,0,-20,-20,24.6708,33.12
