C:\WinT,A100\DIL805.PR,O\Data\Def,ormation,\SalimAlha,bsi\Ti64,\Basic file\,039_Compress,ion_Salim_Ti6,4_850_-2,.0_CoolQu,ench_012_.,asc
No.,Time,Tem.1,DL,Force,Strain,kf (Def.),Phi  (D),Phi* (D),Tem.2,Tem.3,Poti,HF
,s,∞C,µm,N,%,N/mm≤,,1/s,∞C,∞C,mm,%
2503,1989.159912,850.1,-434.7,2729.4,4.35,132.9669,0.0526,0.01,-20,-20,9.8988,34.42
2504,1989.167603,850,-435.15,2729,4.35,132.9402,0.0526,0.0099,-20,-20,9.8981,34.5
2505,1989.175293,850,-435.75,2729.4,4.36,132.9523,0.0527,0.01,-20,-20,9.8974,34.51
2506,1989.181152,850,-436.3,2730.2,4.36,132.9789,0.0527,0.0098,-20,-20,9.8968,34.55
2507,1989.188843,850.2,-437.24,2729.7,4.37,132.9453,0.0528,0.0099,-20,-20,9.8961,34.51
2508,1989.196533,850.1,-438.18,2729.2,4.38,132.9049,0.0529,0.0099,-20,-20,9.8954,34.49
2509,1989.204224,850.1,-438.4,2729.3,4.38,132.9087,0.053,0.0099,-20,-20,9.8946,34.45
2510,1989.210083,850.2,-439.39,2728.7,4.39,132.8674,0.0531,0.0098,-20,-20,9.8941,34.46
2511,1989.217773,850,-439.72,2729.7,4.4,132.9108,0.0531,0.0098,-20,-20,9.8934,34.58
2512,1989.225464,850.1,-440.83,2730.3,4.41,132.9229,0.0532,0.0098,-20,-20,9.8927,34.45
2513,1989.233154,850.1,-441.16,2729.9,4.41,132.8977,0.0532,0.0098,-20,-20,9.8919,34.45
2514,1989.238892,850.1,-441.65,2730.6,4.42,132.9251,0.0533,0.01,-20,-20,9.8914,34.37
2515,1989.246704,850.2,-442.37,2729.2,4.42,132.8466,0.0534,0.0099,-20,-20,9.8906,34.38
2516,1989.254395,850.1,-443.53,2729.2,4.44,132.8305,0.0535,0.01,-20,-20,9.8899,34.31
2517,1989.262085,850.1,-444.08,2729.4,4.44,132.8365,0.0535,0.01,-20,-20,9.8892,34.38
2518,1989.267822,850,-444.8,2730,4.45,132.854,0.0536,0.01,-20,-20,9.8886,34.47
2519,1989.275513,850,-445.35,2729.9,4.45,132.8394,0.0537,0.0099,-20,-20,9.8879,34.42
2520,1989.283203,850,-446.23,2730,4.46,132.834,0.0538,0.0099,-20,-20,9.8872,34.5
2521,1989.290894,850.1,-446.68,2730.2,4.47,132.8347,0.0538,0.0099,-20,-20,9.8865,34.46
2522,1989.296753,850.1,-447.34,2730,4.47,132.8187,0.0539,0.0098,-20,-20,9.8859,34.25
2523,1989.304443,850,-448.27,2730.3,4.48,132.8194,0.054,0.0098,-20,-20,9.8852,34.24
2524,1989.312134,850.1,-448.83,2729.7,4.49,132.7843,0.054,0.0097,-20,-20,9.8845,34.42
2525,1989.319824,850.1,-449.65,2730.4,4.5,132.807,0.0541,0.0097,-20,-20,9.8838,34.46
2526,1989.325562,850,-450.15,2730.3,4.5,132.7933,0.0542,0.0096,-20,-20,9.8832,34.34
2527,1989.333252,850.2,-450.26,2730.2,4.5,132.7849,0.0542,0.0097,-20,-20,9.8825,34.37
2528,1989.340942,850.1,-451.25,2731.1,4.51,132.819,0.0543,0.0098,-20,-20,9.8818,34.56
2529,1989.348633,850.1,-452.19,2731,4.52,132.7991,0.0544,0.0099,-20,-20,9.881,34.36
2530,1989.354492,850.1,-452.69,2730.3,4.53,132.758,0.0544,0.01,-20,-20,9.8805,34.28
2531,1989.362183,850,-453.24,2731.7,4.53,132.8188,0.0545,0.0101,-20,-20,9.8798,34.27
2532,1989.369873,850,-454.45,2731.3,4.54,132.7813,0.0546,0.0101,-20,-20,9.879,34.27
2533,1989.377563,850,-455,2730.2,4.55,132.7189,0.0547,0.0101,-20,-20,9.8783,34.39
2534,1989.383301,850,-455.5,2732,4.56,132.801,0.0547,0.0102,-20,-20,9.8778,34.46
2535,1989.390991,850,-456.16,2731.7,4.56,132.7781,0.0548,0.0102,-20,-20,9.877,34.42
2536,1989.398682,850,-457.1,2731.3,4.57,132.7445,0.0549,0.0102,-20,-20,9.8763,34.47
2537,1989.406372,850,-457.76,2731.3,4.58,132.7353,0.055,0.0101,-20,-20,9.8756,34.24
2538,1989.412231,850,-458.37,2732.4,4.58,132.7816,0.055,0.01,-20,-20,9.875,34.49
2539,1989.419922,849.9,-459.14,2732.1,4.59,132.7572,0.0551,0.0099,-20,-20,9.8743,34.5
2540,1989.427612,849.9,-459.91,2731.8,4.6,132.7327,0.0552,0.0099,-20,-20,9.8736,34.55
2541,1989.435181,849.9,-460.3,2732.3,4.6,132.7479,0.0552,0.0098,-20,-20,9.8729,34.51
2542,1989.44104,850,-461.18,2732.3,4.61,132.7356,0.0553,0.0097,-20,-20,9.8723,34.48
2543,1989.44873,850,-461.96,2734,4.62,132.8069,0.0554,0.0096,-20,-20,9.8716,34.45
2544,1989.456421,850,-462.56,2732.3,4.63,132.7164,0.0555,0.0096,-20,-20,9.8709,34.58
2545,1989.464111,850,-463,2732.7,4.63,132.7308,0.0555,0.0096,-20,-20,9.8702,34.47
2546,1989.469971,850,-463.45,2732.3,4.63,132.7041,0.0556,0.0096,-20,-20,9.8696,34.47
2547,1989.477661,850.1,-464.05,2733.7,4.64,132.764,0.0556,0.0096,-20,-20,9.8689,34.38
2548,1989.485352,850,-464.88,2734,4.65,132.7662,0.0557,0.0096,-20,-20,9.8682,34.37
2549,1989.493042,850,-466.2,2734.1,4.66,132.7546,0.0559,0.0097,-20,-20,9.8674,34.41
2550,1989.498779,850,-466.31,2734,4.66,132.7462,0.0559,0.0097,-20,-20,9.8669,34.3
2551,1989.50647,850.1,-467.03,2733.8,4.67,132.7294,0.056,0.0098,-20,-20,9.8662,34.4
2552,1989.51416,850,-467.86,2734.5,4.68,132.752,0.056,0.0097,-20,-20,9.8655,34.42
2553,1989.52002,850.1,-468.3,2734.8,4.68,132.7596,0.0561,0.0097,-20,-20,9.8649,34.38
2554,1989.52771,850.1,-469.02,2734.4,4.69,132.7291,0.0562,0.0097,-20,-20,9.8642,34.46
2555,1989.5354,850,-469.73,2735.8,4.7,132.7874,0.0562,0.0098,-20,-20,9.8635,34.45
2556,1989.543091,850,-470.29,2735.5,4.7,132.7661,0.0563,0.0097,-20,-20,9.8627,34.46
2557,1989.548828,850.1,-470.84,2734.5,4.71,132.7106,0.0564,0.0097,-20,-20,9.8622,34.35
2558,1989.556519,849.9,-471.72,2735.4,4.72,132.7393,0.0564,0.0097,-20,-20,9.8615,34.44
2559,1989.564209,849.9,-472.49,2735.4,4.72,132.7285,0.0565,0.0097,-20,-20,9.8607,34.54
2560,1989.571899,850,-473.1,2735.2,4.73,132.7132,0.0566,0.0097,-20,-20,9.86,34.53
2561,1989.57959,849.9,-473.65,2735.4,4.74,132.7124,0.0566,0.0098,-20,-20,9.8593,34.55
2562,1989.585327,849.9,-474.59,2735.4,4.75,132.6993,0.0567,0.0098,-20,-20,9.8587,34.49
2563,1989.593018,850,-474.81,2735.6,4.75,132.7099,0.0568,0.0099,-20,-20,9.858,34.55
2564,1989.600708,850,-475.58,2734.9,4.76,132.665,0.0568,0.01,-20,-20,9.8573,34.49
2565,1989.608398,850,-476.63,2736.1,4.77,132.705,0.057,0.01,-20,-20,9.8566,34.48
2566,1989.614136,849.9,-477.29,2737.3,4.77,132.7572,0.057,0.0101,-20,-20,9.856,34.52
2567,1989.621826,849.9,-477.46,2736.3,4.77,132.7071,0.057,0.0101,-20,-20,9.8553,34.6
2568,1989.629517,849.9,-478.78,2737.3,4.79,132.7365,0.0572,0.0101,-20,-20,9.8546,34.64
2569,1989.635376,850,-478.89,2736.9,4.79,132.7144,0.0572,0.0101,-20,-20,9.8541,34.58
2570,1989.643066,849.9,-479.72,2736.6,4.8,132.6893,0.0573,0.0102,-20,-20,9.8533,34.57
2571,1989.650757,850,-480.88,2738,4.81,132.7413,0.0574,0.0101,-20,-20,9.8526,34.53
2572,1989.658447,850,-481.76,2738.2,4.82,132.7359,0.0575,0.0101,-20,-20,9.8519,34.5
2573,1989.666138,850,-482.09,2738.3,4.82,132.7381,0.0575,0.0099,-20,-20,9.8511,34.46
2574,1989.671997,850.1,-482.7,2737.8,4.83,132.7023,0.0576,0.0099,-20,-20,9.8506,34.37
2575,1989.679688,850.2,-483.19,2738.2,4.83,132.7159,0.0576,0.0097,-20,-20,9.8499,34.38
2576,1989.687378,850.1,-483.97,2738.2,4.84,132.7051,0.0577,0.0097,-20,-20,9.8492,34.41
2577,1989.693115,850.1,-484.41,2738.7,4.84,132.7262,0.0578,0.0097,-20,-20,9.8486,34.31
2578,1989.700806,850.1,-485.46,2738.9,4.85,132.7184,0.0579,0.0096,-20,-20,9.8479,34.43
2579,1989.708496,850.1,-486.34,2738.5,4.86,132.6857,0.058,0.0097,-20,-20,9.8472,34.43
2580,1989.716187,850.1,-486.61,2738.3,4.87,132.675,0.058,0.0096,-20,-20,9.8464,34.36
2581,1989.722046,850.1,-487.28,2738.2,4.87,132.6589,0.0581,0.0096,-20,-20,9.8459,34.3
2582,1989.729736,850.1,-487.94,2738.6,4.88,132.6702,0.0581,0.0095,-20,-20,9.8452,34.24
2583,1989.737427,850,-488.27,2737.8,4.88,132.6246,0.0582,0.0097,-20,-20,9.8444,34.4
2584,1989.745117,850,-489.37,2739,4.89,132.6706,0.0583,0.0097,-20,-20,9.8437,34.48
2585,1989.750854,850.2,-489.7,2738.6,4.9,132.6455,0.0583,0.0098,-20,-20,9.8432,34.24
2586,1989.758667,850.1,-490.64,2738.7,4.91,132.6393,0.0584,0.0099,-20,-20,9.8425,34.38
2587,1989.766235,850.1,-491.08,2739,4.91,132.6467,0.0585,0.0097,-20,-20,9.8417,34.37
2588,1989.774048,850,-492.57,2739,4.93,132.626,0.0586,0.0099,-20,-20,9.841,34.23
2589,1989.779785,850,-492.63,2738.7,4.93,132.6116,0.0586,0.0098,-20,-20,9.8405,34.42
2590,1989.787476,850,-493.18,2740.6,4.93,132.6925,0.0587,0.0099,-20,-20,9.8398,34.38
2591,1989.795166,849.9,-494.12,2739,4.94,132.6044,0.0588,0.0099,-20,-20,9.839,34.34
2592,1989.802856,850.1,-494.45,2740,4.94,132.6475,0.0588,0.0099,-20,-20,9.8383,34.39
2593,1989.808716,850,-495.39,2739.4,4.95,132.6072,0.0589,0.01,-20,-20,9.8378,34.4
2594,1989.816406,849.9,-496.05,2739.9,4.96,132.6184,0.059,0.0099,-20,-20,9.8371,34.54
2595,1989.824097,850,-496.65,2740.1,4.97,132.6235,0.0591,0.01,-20,-20,9.8363,34.46
2596,1989.831787,850,-497.59,2740.3,4.98,132.6173,0.0592,0.0099,-20,-20,9.8356,34.38
2597,1989.837524,850.1,-497.98,2740.1,4.98,132.6051,0.0592,0.0099,-20,-20,9.8351,34.47
2598,1989.845215,850,-499.14,2740.1,4.99,132.5889,0.0593,0.0098,-20,-20,9.8343,34.5
2599,1989.853027,850,-499.19,2741.3,4.99,132.6426,0.0593,0.0098,-20,-20,9.8336,34.49
2600,1989.860718,850,-500.52,2741.3,5.01,132.6241,0.0595,0.0099,-20,-20,9.8329,34.37
2601,1989.866455,849.9,-500.46,2740.4,5,132.584,0.0595,0.0097,-20,-20,9.8323,34.56
2602,1989.874146,849.9,-501.4,2741.7,5.01,132.6322,0.0596,0.0098,-20,-20,9.8316,34.54
2603,1989.881836,849.9,-502.23,2741,5.02,132.5866,0.0597,0.0096,-20,-20,9.8309,34.47
2604,1989.889526,850,-502.89,2742.4,5.03,132.6455,0.0597,0.0097,-20,-20,9.8302,34.39
2605,1989.895264,850,-503.5,2742,5.03,132.6166,0.0598,0.0097,-20,-20,9.8296,34.39
2606,1989.902954,850.1,-503.83,2742.1,5.04,132.6188,0.0598,0.0097,-20,-20,9.8289,34.41
2607,1989.910767,850.1,-504.82,2742.3,5.05,132.6117,0.0599,0.0097,-20,-20,9.8282,34.38
2608,1989.918457,850.1,-505.54,2742.3,5.06,132.6017,0.06,0.0097,-20,-20,9.8274,34.31
2609,1989.924194,850.1,-505.92,2742.4,5.06,132.6031,0.06,0.0099,-20,-20,9.8269,34.32
2610,1989.931885,850.1,-506.86,2742.5,5.07,132.5968,0.0601,0.0098,-20,-20,9.8262,34.34
2611,1989.939575,850,-507.36,2743.4,5.07,132.6307,0.0602,0.0099,-20,-20,9.8254,34.37
2612,1989.947266,850,-508.18,2743.1,5.08,132.6055,0.0603,0.0098,-20,-20,9.8247,34.33
2613,1989.953003,850,-508.9,2742.7,5.09,132.5751,0.0604,0.0099,-20,-20,9.8242,34.45
2614,1989.960815,850,-509.67,2743.8,5.1,132.6188,0.0604,0.0098,-20,-20,9.8235,34.47
2615,1989.968506,849.9,-510.06,2743.8,5.1,132.6134,0.0605,0.0099,-20,-20,9.8227,34.43
2616,1989.976196,850,-510.83,2744.4,5.11,132.6298,0.0606,0.0099,-20,-20,9.822,34.44
2617,1989.981934,850,-511.27,2743.9,5.11,132.6032,0.0606,0.0099,-20,-20,9.8215,34.3
2618,1989.989624,850,-512.27,2744.4,5.12,132.6097,0.0607,0.0099,-20,-20,9.8208,34.37
2619,1989.997314,850,-512.76,2743.9,5.13,132.5824,0.0608,0.0099,-20,-20,9.82,34.46
2620,1990.003174,849.9,-513.76,2743.7,5.14,132.5549,0.0609,0.0099,-20,-20,9.8195,34.38
2621,1990.010864,850,-514.25,2745.1,5.14,132.616,0.0609,0.0099,-20,-20,9.8188,34.48
2622,1990.018555,849.9,-514.86,2744.5,5.15,132.5803,0.061,0.01,-20,-20,9.8181,34.43
2623,1990.026245,849.9,-515.36,2745.1,5.15,132.6006,0.061,0.0099,-20,-20,9.8174,34.42
2624,1990.031982,850,-516.4,2744.8,5.16,132.5723,0.0611,0.01,-20,-20,9.8168,34.34
2625,1990.039673,849.9,-517.01,2745.4,5.17,132.591,0.0612,0.0099,-20,-20,9.8161,34.48
2626,1990.047485,850,-517.62,2744.1,5.18,132.5213,0.0613,0.0099,-20,-20,9.8154,34.45
2627,1990.055176,850.1,-518.06,2745.1,5.18,132.5628,0.0613,0.0099,-20,-20,9.8147,34.23
2628,1990.060913,850,-518.72,2744.9,5.19,132.5467,0.0614,0.0098,-20,-20,9.8141,34.49
2629,1990.068604,850,-519.82,2744.8,5.2,132.5245,0.0615,0.0099,-20,-20,9.8134,34.42
2630,1990.076416,850,-520.16,2745.9,5.2,132.5742,0.0615,0.0098,-20,-20,9.8127,34.48
2631,1990.083984,850,-521.26,2744.7,5.21,132.4977,0.0617,0.0098,-20,-20,9.8119,34.49
2632,1990.089844,850,-521.98,2744.2,5.22,132.4672,0.0617,0.0096,-20,-20,9.8114,34.46
2633,1990.097534,850.1,-522.09,2746.6,5.22,132.5812,0.0617,0.0096,-20,-20,9.8107,34.4
2634,1990.105225,850.1,-523.24,2747.6,5.23,132.6126,0.0619,0.0095,-20,-20,9.8099,34.39
2635,1990.112915,849.9,-523.47,2746.1,5.23,132.5347,0.0619,0.0094,-20,-20,9.8092,34.46
2636,1990.118652,850,-523.96,2746.6,5.24,132.555,0.0619,0.0095,-20,-20,9.8087,34.34
2637,1990.126343,850,-524.57,2745.6,5.25,132.4989,0.062,0.0094,-20,-20,9.808,34.38
2638,1990.134033,850,-525.89,2745.4,5.26,132.4668,0.0621,0.0097,-20,-20,9.8072,34.42
2639,1990.141724,850,-526.17,2747,5.26,132.5445,0.0622,0.0096,-20,-20,9.8065,34.41
2640,1990.147583,850,-526.39,2747.9,5.26,132.5821,0.0622,0.0098,-20,-20,9.806,34.35
2641,1990.155273,850,-527.66,2746.3,5.28,132.4897,0.0623,0.0098,-20,-20,9.8053,34.41
2642,1990.162964,850.1,-528.04,2747.2,5.28,132.525,0.0624,0.01,-20,-20,9.8045,34.39
2643,1990.170654,850.1,-528.82,2747.9,5.29,132.5482,0.0625,0.0102,-20,-20,9.8038,34.24
2644,1990.176392,850.1,-529.31,2747.3,5.29,132.5141,0.0625,0.0101,-20,-20,9.8033,34.36
2645,1990.184082,850,-530.25,2747.9,5.3,132.5281,0.0626,0.0103,-20,-20,9.8026,34.45
2646,1990.191772,850.1,-531.19,2747.9,5.31,132.515,0.0627,0.01,-20,-20,9.8018,34.35
2647,1990.199463,850,-532.35,2748.3,5.32,132.5191,0.0628,0.0101,-20,-20,9.8011,34.46
2648,1990.205322,850.1,-532.4,2747.3,5.32,132.4709,0.0628,0.0099,-20,-20,9.8006,34.36
2649,1990.213013,850,-532.9,2746.6,5.33,132.43,0.0629,0.0099,-20,-20,9.7999,34.31
2650,1990.220703,850,-533.78,2748.2,5.34,132.4923,0.063,0.0098,-20,-20,9.7992,34.38
2651,1990.228394,850,-534.28,2749,5.34,132.526,0.063,0.0097,-20,-20,9.7985,34.24
2652,1990.234131,850,-535.05,2748.5,5.35,132.4881,0.0631,0.0098,-20,-20,9.7979,34.25
2653,1990.241821,850,-535.44,2748,5.35,132.4623,0.0632,0.0096,-20,-20,9.7972,34.27
2654,1990.249512,850.1,-536.43,2747.9,5.36,132.4416,0.0633,0.0098,-20,-20,9.7965,34.37
2655,1990.257202,850,-536.93,2748.5,5.37,132.4618,0.0633,0.0097,-20,-20,9.7958,34.42
2656,1990.262939,849.9,-537.31,2748.9,5.37,132.4768,0.0634,0.0099,-20,-20,9.7952,34.46
2657,1990.27063,850,-538.69,2748.9,5.39,132.4575,0.0635,0.0098,-20,-20,9.7945,34.33
2658,1990.27832,850,-539.02,2748.6,5.39,132.4393,0.0635,0.0099,-20,-20,9.7938,34.36
2659,1990.286133,850,-539.96,2749.3,5.4,132.4601,0.0636,0.01,-20,-20,9.793,34.44
2660,1990.29187,850.1,-539.96,2749.7,5.4,132.4804,0.0636,0.0099,-20,-20,9.7925,34.43
2661,1990.299561,849.9,-541.23,2749.4,5.41,132.4491,0.0638,0.0101,-20,-20,9.7918,34.37
2662,1990.307251,850,-541.67,2750,5.42,132.47,0.0638,0.0098,-20,-20,9.7911,34.5
2663,1990.314941,849.9,-542.66,2749.7,5.43,132.4426,0.0639,0.01,-20,-20,9.7903,34.37
2664,1990.320679,849.9,-543.21,2750,5.43,132.4484,0.064,0.0098,-20,-20,9.7898,34.43
2665,1990.328369,849.8,-543.66,2750.7,5.44,132.4761,0.064,0.0098,-20,-20,9.7891,34.58
2666,1990.33606,849.8,-544.54,2750,5.45,132.4298,0.0641,0.0097,-20,-20,9.7884,34.64
2667,1990.34375,849.9,-545.04,2750.7,5.45,132.4568,0.0642,0.0097,-20,-20,9.7876,34.58
2668,1990.349609,849.9,-545.81,2750.6,5.46,132.4392,0.0642,0.0098,-20,-20,9.7871,34.47
2669,1990.357178,849.9,-546.3,2751.4,5.46,132.4729,0.0643,0.0096,-20,-20,9.7864,34.56
2670,1990.364868,850,-547.24,2751.8,5.47,132.4801,0.0644,0.0098,-20,-20,9.7857,34.49
2671,1990.372681,850,-547.96,2751,5.48,132.4294,0.0645,0.0096,-20,-20,9.7849,34.52
2672,1990.378418,850.1,-548.12,2751.3,5.48,132.4406,0.0645,0.0098,-20,-20,9.7844,34.42
2673,1990.386108,850,-548.9,2751.3,5.49,132.4298,0.0646,0.0097,-20,-20,9.7837,34.33
2674,1990.393799,850.1,-549.56,2752,5.5,132.4544,0.0646,0.0098,-20,-20,9.783,34.2
2675,1990.401489,850.2,-550.44,2751.3,5.5,132.4081,0.0647,0.0099,-20,-20,9.7823,34.21
2676,1990.407227,850,-551.1,2752.1,5.51,132.4395,0.0648,0.0099,-20,-20,9.7817,34.29
2677,1990.414917,850,-551.99,2751.4,5.52,132.3933,0.0649,0.0099,-20,-20,9.781,34.38
2678,1990.422729,850,-552.26,2752,5.52,132.4165,0.0649,0.0098,-20,-20,9.7803,34.42
2679,1990.43042,850.1,-553.53,2751.1,5.54,132.3581,0.0651,0.0098,-20,-20,9.7796,34.3
2680,1990.436157,850.1,-553.92,2752,5.54,132.3933,0.0651,0.0098,-20,-20,9.779,34.37
2681,1990.443848,850.1,-554.14,2752.7,5.54,132.4241,0.0651,0.0097,-20,-20,9.7783,34.29
2682,1990.451538,850.1,-555.13,2750.8,5.55,132.3221,0.0652,0.0097,-20,-20,9.7776,34.25
2683,1990.457397,850.1,-555.57,2751.7,5.56,132.3566,0.0653,0.0097,-20,-20,9.7771,34.22
2684,1990.465088,850.1,-556.4,2751.8,5.56,132.3517,0.0654,0.0097,-20,-20,9.7763,34.26
2685,1990.472778,850.1,-557.17,2752.3,5.57,132.3612,0.0655,0.0097,-20,-20,9.7756,34.32
2686,1990.480469,850.1,-557.5,2752.4,5.58,132.3634,0.0655,0.0097,-20,-20,9.7749,34.3
2687,1990.486206,850,-558.27,2752.7,5.58,132.3661,0.0656,0.0097,-20,-20,9.7744,34.37
2688,1990.493896,850,-558.99,2752.5,5.59,132.3492,0.0656,0.0098,-20,-20,9.7736,34.42
2689,1990.501587,849.9,-559.82,2752.7,5.6,132.3444,0.0657,0.0099,-20,-20,9.7729,34.44
2690,1990.509399,850,-560.43,2752.5,5.6,132.3291,0.0658,0.0099,-20,-20,9.7722,34.42
2691,1990.515137,850,-561.03,2753.1,5.61,132.3477,0.0659,0.01,-20,-20,9.7717,34.34
2692,1990.522827,850,-561.53,2754.1,5.62,132.3881,0.0659,0.0099,-20,-20,9.771,34.4
2693,1990.530518,850,-562.47,2752.8,5.62,132.3141,0.066,0.01,-20,-20,9.7702,34.33
2694,1990.538208,850,-563.07,2752.5,5.63,132.292,0.0661,0.01,-20,-20,9.7695,34.48
2695,1990.543945,850,-563.68,2752.8,5.64,132.297,0.0661,0.0101,-20,-20,9.769,34.35
2696,1990.551636,850,-564.62,2753.7,5.65,132.3245,0.0662,0.01,-20,-20,9.7683,34.38
2697,1990.559326,850,-565.28,2753,5.65,132.2814,0.0663,0.01,-20,-20,9.7676,34.33
2698,1990.567017,850,-565.89,2753.4,5.66,132.2932,0.0664,0.01,-20,-20,9.7668,34.47
2699,1990.572876,850,-566.38,2754.4,5.66,132.3335,0.0664,0.0099,-20,-20,9.7663,34.42
2700,1990.580566,850,-567.27,2753.5,5.67,132.2806,0.0665,0.01,-20,-20,9.7656,34.47
2701,1990.588257,850,-567.65,2753.1,5.68,132.2549,0.0666,0.0098,-20,-20,9.7649,34.38
2702,1990.595947,850,-568.59,2753.4,5.69,132.2553,0.0667,0.0099,-20,-20,9.7642,34.38
2703,1990.601685,849.9,-569.42,2753.8,5.69,132.2639,0.0668,0.0098,-20,-20,9.7636,34.4
2704,1990.609375,850.1,-569.69,2753.4,5.7,132.2398,0.0668,0.0098,-20,-20,9.7629,34.33
2705,1990.617065,850,-570.69,2753.4,5.71,132.2259,0.0669,0.0098,-20,-20,9.7622,34.37
2706,1990.624756,850,-570.96,2753.7,5.71,132.2355,0.0669,0.0098,-20,-20,9.7615,34.37
2707,1990.630615,850,-571.9,2753.5,5.72,132.2156,0.067,0.0098,-20,-20,9.761,34.4
2708,1990.638306,850,-572.45,2753.7,5.72,132.2146,0.0671,0.0098,-20,-20,9.7602,34.47
2709,1990.645996,850,-573.39,2754.2,5.73,132.2285,0.0672,0.0099,-20,-20,9.7595,34.37
2710,1990.653687,850,-573.94,2754.2,5.74,132.2208,0.0672,0.0099,-20,-20,9.7588,34.37
2711,1990.659546,850,-574.27,2754.2,5.74,132.2161,0.0673,0.01,-20,-20,9.7583,34.43
2712,1990.667236,850,-574.93,2754.9,5.75,132.2406,0.0673,0.01,-20,-20,9.7576,34.4
2713,1990.674927,850.1,-575.98,2754.2,5.76,132.1921,0.0674,0.01,-20,-20,9.7568,34.34
2714,1990.682617,850,-576.7,2754.5,5.77,132.1956,0.0675,0.0101,-20,-20,9.7561,34.33
2715,1990.688354,850.1,-577.42,2755.4,5.77,132.2261,0.0676,0.0101,-20,-20,9.7556,34.34
2716,1990.696045,850.1,-577.69,2755.5,5.78,132.2289,0.0676,0.01,-20,-20,9.7549,34.32
2717,1990.703735,850.1,-578.85,2755.4,5.79,132.2059,0.0678,0.01,-20,-20,9.7541,34.25
2718,1990.711426,850.1,-579.51,2754.1,5.8,132.1358,0.0678,0.0099,-20,-20,9.7534,34.21
2719,1990.717163,850.1,-580.23,2754.9,5.8,132.1663,0.0679,0.0099,-20,-20,9.7529,34.13
2720,1990.724976,850,-580.34,2756.1,5.8,132.2188,0.0679,0.0098,-20,-20,9.7522,34.24
2721,1990.732666,850.1,-581.17,2755.4,5.81,132.1734,0.068,0.0098,-20,-20,9.7514,34.19
2722,1990.740356,850,-582.16,2756.2,5.82,132.2,0.0681,0.0096,-20,-20,9.7507,34.17
2723,1990.746094,850.1,-582.82,2756.5,5.83,132.2042,0.0682,0.0096,-20,-20,9.7502,34.29
2724,1990.753784,850,-583.21,2755.6,5.83,132.1583,0.0682,0.0096,-20,-20,9.7495,34.23
2725,1990.761475,850.1,-583.87,2755.9,5.84,132.1625,0.0683,0.0096,-20,-20,9.7488,34.29
2726,1990.769165,850.1,-584.7,2756.5,5.85,132.1779,0.0684,0.0095,-20,-20,9.7481,34.26
2727,1990.774902,850.1,-585.03,2756.3,5.85,132.1665,0.0684,0.0095,-20,-20,9.7475,34.33
2728,1990.782715,850,-585.91,2756.3,5.86,132.1541,0.0685,0.0096,-20,-20,9.7468,34.33
2729,1990.790405,850,-586.57,2757.3,5.87,132.192,0.0686,0.0097,-20,-20,9.7461,34.37
2730,1990.798096,850.1,-587.02,2756.3,5.87,132.1386,0.0686,0.0097,-20,-20,9.7454,34.32
2731,1990.803833,850.1,-587.84,2757.6,5.88,132.1877,0.0687,0.0097,-20,-20,9.7448,34.2
2732,1990.811523,850,-588.4,2757,5.88,132.153,0.0688,0.0098,-20,-20,9.7441,34.24
2733,1990.819214,850,-589.22,2757.6,5.89,132.1684,0.0689,0.0099,-20,-20,9.7434,34.34
2734,1990.826904,849.9,-589.99,2758.6,5.9,132.2047,0.0689,0.01,-20,-20,9.7427,34.35
2735,1990.832642,849.9,-590.22,2758.2,5.9,132.1814,0.069,0.01,-20,-20,9.7422,34.37
2736,1990.840454,849.9,-591.54,2757.9,5.92,132.1493,0.0691,0.01,-20,-20,9.7415,34.55
2737,1990.848145,850,-592.04,2758.7,5.92,132.1828,0.0692,0.0101,-20,-20,9.7407,34.4
2738,1990.855835,849.9,-592.42,2758.6,5.92,132.1706,0.0692,0.0102,-20,-20,9.74,34.42
2739,1990.861572,849.9,-593.03,2758.6,5.93,132.1621,0.0693,0.0102,-20,-20,9.7395,34.4
2740,1990.869263,850,-593.91,2758.7,5.94,132.1564,0.0694,0.0102,-20,-20,9.7388,34.47
2741,1990.876953,850,-594.9,2759.2,5.95,132.1627,0.0695,0.0103,-20,-20,9.7381,34.48
2742,1990.884644,849.9,-595.68,2760,5.96,132.1923,0.0695,0.0103,-20,-20,9.7373,34.39
2743,1990.890381,850,-595.9,2759.6,5.96,132.169,0.0696,0.0103,-20,-20,9.7368,34.4
2744,1990.898071,849.9,-596.84,2758.6,5.97,132.1086,0.0697,0.0102,-20,-20,9.7361,34.28
2745,1990.905762,849.9,-597.28,2759.7,5.97,132.1563,0.0697,0.0102,-20,-20,9.7354,34.31
2746,1990.911621,850,-597.99,2759.9,5.98,132.153,0.0698,0.0102,-20,-20,9.7348,34.37
2747,1990.919312,850,-598.99,2759.9,5.99,132.1391,0.0699,0.0101,-20,-20,9.7341,34.34
2748,1990.927002,850.1,-599.87,2761,6,132.1806,0.07,0.0102,-20,-20,9.7334,34.37
2749,1990.934692,850.1,-599.98,2761.1,6,132.1858,0.07,0.01,-20,-20,9.7327,34.17
2750,1990.942383,850.1,-601.25,2761.8,6.01,132.2016,0.0701,0.01,-20,-20,9.7319,34.2
2751,1990.948242,850,-601.36,2760.7,6.01,132.1461,0.0701,0.0099,-20,-20,9.7314,34.25
