C:\WinT,A100\DIL805.PR,O\Data\Def,ormation,\SalimAlha,bsi\Ti64,\Basic file\,058_Compress,ion_Salim_Ti6,4_850_-2,.0_CoolPo,werOff_010_,.asc
No.,Time,Tem.1,DL,Force,Strain,kf (Def.),Phi  (D),Phi* (D),Tem.2,Tem.3,Poti,HF
,s,∞C,µm,N,%,N/mm≤,,1/s,∞C,∞C,mm,%
1332,1980.717285,850,76.29,-0.8,-0.76,-0.0433,0.0001,-0.0001,-20,-20,10.7275,32.74
1333,1980.723022,850,76.18,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.727,32.61
1334,1980.730713,850,76.4,-0.8,-0.76,-0.0433,0.0001,0,-20,-20,10.7262,32.49
1335,1980.738525,850,76.01,-1.1,-0.76,-0.0578,0.0001,0,-20,-20,10.7254,32.57
1336,1980.746216,850,76.18,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.7246,32.58
1337,1980.751953,849.9,76.73,-0.8,-0.77,-0.0433,0,0,-20,-20,10.7241,32.67
1338,1980.759644,849.9,76.07,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.7233,32.69
1339,1980.767334,849.9,76.12,-1.4,-0.76,-0.0722,0.0001,0,-20,-20,10.7225,32.65
1340,1980.775024,849.9,76.45,-1,-0.76,-0.0506,0.0001,0.0001,-20,-20,10.7218,32.74
1341,1980.780884,849.9,76.07,-1.1,-0.76,-0.0578,0.0001,0,-20,-20,10.7212,32.65
1342,1980.788574,849.9,75.96,-1,-0.76,-0.0506,0.0001,0,-20,-20,10.7204,32.74
1343,1980.796265,850,76.23,-0.1,-0.76,-0.0072,0.0001,-0.0001,-20,-20,10.7197,32.63
1344,1980.803955,850,76.73,-1,-0.77,-0.0506,0,-0.0001,-20,-20,10.7189,32.53
1345,1980.809692,850,75.79,0.3,-0.76,0.0144,0.0001,-0.0001,-20,-20,10.7183,32.46
1346,1980.817383,850,76.4,-0.8,-0.76,-0.0433,0.0001,-0.0002,-20,-20,10.7175,32.64
1347,1980.825073,850,76.23,-0.6,-0.76,-0.0289,0.0001,-0.0001,-20,-20,10.7168,32.58
1348,1980.832764,850.1,76.34,0.1,-0.76,0.0072,0.0001,-0.0001,-20,-20,10.716,32.63
1349,1980.838623,850,76.34,1,-0.76,0.0506,0.0001,-0.0001,-20,-20,10.7154,32.62
1350,1980.846313,850,76.34,0.7,-0.76,0.0361,0.0001,-0.0001,-20,-20,10.7146,32.62
1351,1980.854004,850,76.45,0,-0.76,0,0.0001,0,-20,-20,10.7138,32.65
1352,1980.861694,849.9,76.73,-1,-0.77,-0.0506,0,0,-20,-20,10.7131,32.66
1353,1980.867432,849.9,76.18,0.1,-0.76,0.0072,0.0001,0.0001,-20,-20,10.7125,32.73
1354,1980.875122,850,76.29,0.3,-0.76,0.0144,0.0001,0.0001,-20,-20,10.7117,32.69
1355,1980.882813,850,75.9,-1.1,-0.76,-0.0578,0.0001,0.0001,-20,-20,10.7109,32.6
1356,1980.890503,850,76.07,-0.8,-0.76,-0.0433,0.0001,0,-20,-20,10.7101,32.47
1357,1980.89624,850.1,76.18,0.1,-0.76,0.0072,0.0001,0.0001,-20,-20,10.7096,32.62
1358,1980.903931,850,76.56,0.7,-0.77,0.0361,0,0,-20,-20,10.7088,32.54
1359,1980.911621,850,76.56,-0.3,-0.77,-0.0144,0,0.0001,-20,-20,10.7081,32.68
1360,1980.919434,849.9,76.4,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.7073,32.6
1361,1980.925171,850.1,76.29,-0.4,-0.76,-0.0217,0.0001,0.0001,-20,-20,10.7067,32.54
1362,1980.932861,850.1,76.23,-0.6,-0.76,-0.0289,0.0001,0,-20,-20,10.706,32.67
1363,1980.940552,850,76.01,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.7052,32.63
1364,1980.948242,849.9,76.29,-0.6,-0.76,-0.0289,0.0001,-0.0001,-20,-20,10.7045,32.55
1365,1980.954102,850.1,76.18,-0.4,-0.76,-0.0217,0.0001,0,-20,-20,10.7039,32.5
1366,1980.961792,850.2,76.07,-0.3,-0.76,-0.0144,0.0001,0,-20,-20,10.7031,32.5
1367,1980.969482,850.1,76.51,0.1,-0.77,0.0072,0.0001,0,-20,-20,10.7024,32.33
1368,1980.977173,850.2,76.4,0.3,-0.76,0.0144,0.0001,0,-20,-20,10.7016,32.38
1369,1980.98291,850.2,76.51,0.6,-0.77,0.0289,0.0001,0,-20,-20,10.701,32.37
1370,1980.990601,850.1,76.23,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.7002,32.46
1371,1980.998291,850.1,76.51,-0.4,-0.77,-0.0217,0.0001,0,-20,-20,10.6994,32.48
1372,1981.005981,850.1,76.12,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.6986,32.42
1373,1981.011719,850,76.12,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.6981,32.54
1374,1981.019409,850.1,76.07,-1,-0.76,-0.0506,0.0001,0.0001,-20,-20,10.6973,32.45
1375,1981.0271,850.1,76.29,-1,-0.76,-0.0506,0.0001,0,-20,-20,10.6965,32.44
1376,1981.034912,849.9,76.29,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.6957,32.58
1377,1981.040649,850,76.56,0.3,-0.77,0.0144,0,-0.0001,-20,-20,10.6952,32.61
1378,1981.04834,850,76.18,-0.8,-0.76,-0.0433,0.0001,-0.0001,-20,-20,10.6944,32.49
1379,1981.05603,850,76.12,-0.1,-0.76,-0.0072,0.0001,-0.0002,-20,-20,10.6936,32.48
1380,1981.063721,850,76.45,0,-0.76,0,0.0001,-0.0002,-20,-20,10.6929,32.44
1381,1981.069458,850,76.45,0.1,-0.76,0.0072,0.0001,-0.0002,-20,-20,10.6923,32.43
1382,1981.077148,850.2,76.23,-0.8,-0.76,-0.0433,0.0001,-0.0003,-20,-20,10.6915,32.45
1383,1981.084961,850.2,76.01,0.1,-0.76,0.0072,0.0001,-0.0002,-20,-20,10.6908,32.39
1384,1981.092651,850.1,76.51,-1,-0.77,-0.0506,0.0001,-0.0001,-20,-20,10.69,32.37
1385,1981.098389,850,76.67,-0.4,-0.77,-0.0217,0,0,-20,-20,10.6894,32.37
1386,1981.106079,849.9,76.56,0,-0.77,0,0,-0.0001,-20,-20,10.6886,32.49
1387,1981.11377,849.9,76.56,-0.7,-0.77,-0.0361,0,0,-20,-20,10.6879,32.68
1388,1981.119629,849.9,76.34,0.4,-0.76,0.0217,0.0001,0.0001,-20,-20,10.6873,32.59
1389,1981.127319,849.9,76.45,-1,-0.76,-0.0506,0.0001,0.0002,-20,-20,10.6865,32.63
1390,1981.13501,850,76.4,-0.8,-0.76,-0.0433,0.0001,0.0002,-20,-20,10.6858,32.56
1391,1981.142578,849.9,76.4,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.685,32.59
1392,1981.148438,849.9,75.9,-0.3,-0.76,-0.0144,0.0001,0.0002,-20,-20,10.6844,32.63
1393,1981.156128,849.9,76.18,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.6836,32.72
1394,1981.163818,850,76.29,-0.1,-0.76,-0.0072,0.0001,0.0002,-20,-20,10.6829,32.57
1395,1981.171509,850,76.29,-1.3,-0.76,-0.065,0.0001,0.0001,-20,-20,10.6821,32.52
1396,1981.177368,850,76.62,-0.3,-0.77,-0.0144,0,0.0001,-20,-20,10.6815,32.58
1397,1981.185059,850,76.34,-2,-0.76,-0.1011,0.0001,0.0001,-20,-20,10.6807,32.56
1398,1981.192749,850.1,76.29,0.3,-0.76,0.0144,0.0001,0.0001,-20,-20,10.68,32.49
1399,1981.200439,850.1,76.29,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.6792,32.37
1400,1981.206177,850.1,76.23,0.4,-0.76,0.0217,0.0001,0.0001,-20,-20,10.6786,32.46
1401,1981.213867,850,76.12,-1,-0.76,-0.0506,0.0001,0,-20,-20,10.6779,32.56
1402,1981.22168,850.1,76.12,-0.3,-0.76,-0.0144,0.0001,0,-20,-20,10.6771,32.49
1403,1981.22937,849.9,76.34,-0.6,-0.76,-0.0289,0.0001,0,-20,-20,10.6763,32.56
1404,1981.235107,850,76.12,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.6757,32.6
1405,1981.242798,850,76.12,0,-0.76,0,0.0001,0.0001,-20,-20,10.675,32.71
1406,1981.250488,849.9,76.62,-0.8,-0.77,-0.0433,0,0.0001,-20,-20,10.6742,32.67
1407,1981.258179,849.9,76.07,-0.3,-0.76,-0.0144,0.0001,0.0002,-20,-20,10.6734,32.63
1408,1981.263916,850,76.4,-0.3,-0.76,-0.0144,0.0001,0.0001,-20,-20,10.6728,32.54
1409,1981.271606,850,76.4,-0.3,-0.76,-0.0144,0.0001,0.0002,-20,-20,10.6721,32.57
1410,1981.279297,849.9,76.29,-0.4,-0.76,-0.0217,0.0001,0.0001,-20,-20,10.6713,32.61
1411,1981.287109,849.9,76.07,-1,-0.76,-0.0506,0.0001,0.0001,-20,-20,10.6705,32.73
1412,1981.292847,850,75.96,-1.3,-0.76,-0.065,0.0001,0,-20,-20,10.6699,32.62
1413,1981.300537,850,76.12,-1.1,-0.76,-0.0578,0.0001,0,-20,-20,10.6692,32.65
1414,1981.308228,850,75.79,-1.3,-0.76,-0.065,0.0001,-0.0001,-20,-20,10.6684,32.54
1415,1981.315918,850,75.84,-1.7,-0.76,-0.0867,0.0001,-0.0002,-20,-20,10.6676,32.46
1416,1981.321655,850,76.29,-1.3,-0.76,-0.065,0.0001,-0.0002,-20,-20,10.667,32.59
1417,1981.329468,850,76.45,-2.3,-0.76,-0.1156,0.0001,-0.0003,-20,-20,10.6663,32.57
1418,1981.337158,850,76.45,-0.4,-0.76,-0.0217,0.0001,-0.0002,-20,-20,10.6655,32.58
1419,1981.344849,850,76.73,-0.4,-0.77,-0.0217,0,-0.0001,-20,-20,10.6647,32.53
1420,1981.350586,850,76.51,-0.3,-0.77,-0.0144,0.0001,0,-20,-20,10.6642,32.65
1421,1981.358276,850,76.07,0.3,-0.76,0.0144,0.0001,0.0001,-20,-20,10.6634,32.65
1422,1981.365967,849.9,76.23,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.6626,32.59
1423,1981.373779,850,75.96,-0.3,-0.76,-0.0144,0.0001,0.0003,-20,-20,10.6618,32.49
1424,1981.379517,850,76.23,-0.7,-0.76,-0.0361,0.0001,0.0003,-20,-20,10.6613,32.51
1425,1981.387207,850,76.23,-0.7,-0.76,-0.0361,0.0001,0.0004,-20,-20,10.6605,32.61
1426,1981.394897,850,76.29,-0.4,-0.76,-0.0217,0.0001,0.0003,-20,-20,10.6597,32.63
1427,1981.402588,850,76.12,-1.3,-0.76,-0.065,0.0001,0.0003,-20,-20,10.659,32.62
1428,1981.408325,850,75.84,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.6584,32.65
1429,1981.416016,850,76.4,-0.4,-0.76,-0.0217,0.0001,0.0001,-20,-20,10.6576,32.58
1430,1981.423706,850,75.73,-0.6,-0.76,-0.0289,0.0001,0,-20,-20,10.6568,32.5
1431,1981.431396,850,75.79,-0.4,-0.76,-0.0217,0.0001,-0.0002,-20,-20,10.6561,32.65
1432,1981.437256,850.1,75.96,0,-0.76,0,0.0001,-0.0002,-20,-20,10.6555,32.56
1433,1981.444946,850,76.12,-1,-0.76,-0.0506,0.0001,-0.0004,-20,-20,10.6547,32.49
1434,1981.452637,850,76.23,0,-0.76,0,0.0001,-0.0002,-20,-20,10.654,32.57
1435,1981.460327,850,76.51,-0.6,-0.77,-0.0289,0.0001,-0.0004,-20,-20,10.6532,32.67
1436,1981.466064,850,76.73,0,-0.77,0,0,-0.0002,-20,-20,10.6526,32.6
1437,1981.473755,850,76.73,-0.4,-0.77,-0.0217,0,-0.0003,-20,-20,10.6519,32.62
1438,1981.481445,850,75.79,-0.8,-0.76,-0.0433,0.0001,-0.0001,-20,-20,10.6511,32.59
1439,1981.487305,850,75.79,-1.4,-0.76,-0.0722,0.0001,-0.0001,-20,-20,10.6505,32.53
1440,1981.494995,849.9,76.73,-0.4,-0.77,-0.0217,0,0,-20,-20,10.6498,32.6
1441,1981.502686,850,75.96,-1,-0.76,-0.0506,0.0001,-0.0001,-20,-20,10.649,32.53
1442,1981.510376,850.1,76.29,-0.7,-0.76,-0.0361,0.0001,-0.0001,-20,-20,10.6482,32.43
1443,1981.518066,850,76.23,-0.4,-0.76,-0.0217,0.0001,0,-20,-20,10.6475,32.58
1444,1981.523804,850,76.4,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.6469,32.56
1445,1981.531616,850.1,76.12,0.1,-0.76,0.0072,0.0001,0.0002,-20,-20,10.6461,32.45
1446,1981.539307,850.1,76.73,0,-0.77,0,0,-0.0001,-20,-20,10.6453,32.51
1447,1981.545044,850,76.23,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.6447,32.53
1448,1981.552734,849.9,76.34,-0.3,-0.76,-0.0144,0.0001,0,-20,-20,10.644,32.52
1449,1981.560425,849.9,76.23,-0.6,-0.76,-0.0289,0.0001,0.0002,-20,-20,10.6432,32.64
1450,1981.568115,850,76.18,-0.8,-0.76,-0.0433,0.0001,0.0002,-20,-20,10.6424,32.53
1451,1981.573853,850,76.12,-1.1,-0.76,-0.0578,0.0001,0.0003,-20,-20,10.6418,32.6
1452,1981.581543,850.1,76.07,-1,-0.76,-0.0506,0.0001,0.0002,-20,-20,10.6411,32.56
1453,1981.589355,850.1,76.23,-1.5,-0.76,-0.0795,0.0001,0.0002,-20,-20,10.6403,32.56
1454,1981.597046,850,76.07,-0.1,-0.76,-0.0072,0.0001,0.0002,-20,-20,10.6395,32.58
1455,1981.602783,849.9,76.45,-0.7,-0.76,-0.0361,0.0001,0.0001,-20,-20,10.639,32.6
1456,1981.610474,850,76.18,0.1,-0.76,0.0072,0.0001,0.0002,-20,-20,10.6382,32.54
1457,1981.618164,850,76.01,-0.3,-0.76,-0.0144,0.0001,0,-20,-20,10.6374,32.62
1458,1981.625854,850,75.96,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.6366,32.48
1459,1981.631592,850,76.12,-1.3,-0.76,-0.065,0.0001,0,-20,-20,10.6361,32.52
1460,1981.639404,850.1,76.01,-0.6,-0.76,-0.0289,0.0001,-0.0001,-20,-20,10.6353,32.42
1461,1981.647095,850,76.12,-0.6,-0.76,-0.0289,0.0001,-0.0001,-20,-20,10.6345,32.49
1462,1981.654785,850,76.4,-0.1,-0.76,-0.0072,0.0001,-0.0001,-20,-20,10.6338,32.61
1463,1981.660522,850,76.18,-0.4,-0.76,-0.0217,0.0001,0,-20,-20,10.6332,32.53
1464,1981.668213,850,75.96,-0.4,-0.76,-0.0217,0.0001,-0.0001,-20,-20,10.6324,32.48
1465,1981.675903,850,76.34,0.4,-0.76,0.0217,0.0001,-0.0001,-20,-20,10.6317,32.71
1466,1981.683594,849.9,76.45,-0.1,-0.76,-0.0072,0.0001,-0.0001,-20,-20,10.6309,32.73
1467,1981.689453,850,76.01,-1.1,-0.76,-0.0578,0.0001,0,-20,-20,10.6303,32.67
1468,1981.697144,849.9,76.18,-0.3,-0.76,-0.0144,0.0001,0,-20,-20,10.6295,32.7
1469,1981.704834,850,76.4,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.6288,32.57
1470,1981.712524,850,76.23,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.628,32.56
1471,1981.718262,850.1,75.84,-0.8,-0.76,-0.0433,0.0001,0,-20,-20,10.6274,32.51
1472,1981.725952,850,75.79,-1,-0.76,-0.0506,0.0001,-0.0001,-20,-20,10.6267,32.66
1473,1981.733643,850,76.4,0.4,-0.76,0.0217,0.0001,0,-20,-20,10.6259,32.51
1474,1981.741333,850,76.34,-0.6,-0.76,-0.0289,0.0001,-0.0001,-20,-20,10.6251,32.61
1475,1981.747192,850.1,76.34,-0.1,-0.76,-0.0072,0.0001,-0.0001,-20,-20,10.6245,32.64
1476,1981.754883,850,76.12,-0.3,-0.76,-0.0144,0.0001,-0.0001,-20,-20,10.6238,32.65
1477,1981.762573,850,76.29,-0.3,-0.76,-0.0144,0.0001,-0.0001,-20,-20,10.623,32.58
1478,1981.770264,849.9,76.07,-1,-0.76,-0.0506,0.0001,-0.0001,-20,-20,10.6222,32.59
1479,1981.776001,850,76.18,-0.8,-0.76,-0.0433,0.0001,-0.0002,-20,-20,10.6216,32.6
1480,1981.783691,850.1,76.29,0.7,-0.76,0.0361,0.0001,-0.0002,-20,-20,10.6209,32.57
1481,1981.791382,850,76.34,0.4,-0.76,0.0217,0.0001,-0.0002,-20,-20,10.6201,32.57
1482,1981.799072,850,76.18,-0.1,-0.76,-0.0072,0.0001,-0.0001,-20,-20,10.6194,32.73
1483,1981.80481,849.9,76.45,0.4,-0.76,0.0217,0.0001,-0.0001,-20,-20,10.6188,32.74
1484,1981.812622,849.9,76.29,-0.4,-0.76,-0.0217,0.0001,0,-20,-20,10.618,32.67
1485,1981.820313,850,76.4,0.4,-0.76,0.0217,0.0001,-0.0001,-20,-20,10.6172,32.68
1486,1981.828003,850,76.29,0.4,-0.76,0.0217,0.0001,0,-20,-20,10.6165,32.58
1487,1981.83374,850,76.29,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.6159,32.48
1488,1981.841431,850,76.29,-0.1,-0.76,-0.0072,0.0001,0.0001,-20,-20,10.6151,32.65
1489,1981.849121,850,76.18,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.6144,32.48
1490,1981.856812,850.1,76.29,-0.1,-0.76,-0.0072,0.0001,0.0001,-20,-20,10.6136,32.48
1491,1981.862671,850,76.23,0,-0.76,0,0.0001,0,-20,-20,10.613,32.52
1492,1981.870361,850.1,76.23,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.6123,32.53
1493,1981.878052,850.1,76.12,0.7,-0.76,0.0361,0.0001,0.0001,-20,-20,10.6115,32.53
1494,1981.885742,850.1,76.62,0,-0.77,0,0,0,-20,-20,10.6107,32.38
1495,1981.891479,850,76.07,0.8,-0.76,0.0433,0.0001,0.0001,-20,-20,10.6101,32.45
1496,1981.89917,850,76.29,0.8,-0.76,0.0433,0.0001,-0.0001,-20,-20,10.6094,32.51
1497,1981.90686,850,76.23,-0.4,-0.76,-0.0217,0.0001,0.0001,-20,-20,10.6086,32.53
1498,1981.91272,850.1,76.34,0.4,-0.76,0.0217,0.0001,0,-20,-20,10.608,32.42
1499,1981.92041,849.9,76.4,-0.3,-0.76,-0.0144,0.0001,0.0001,-20,-20,10.6073,32.65
1500,1981.928101,850,76.34,-0.6,-0.76,-0.0289,0.0001,0,-20,-20,10.6065,32.52
1501,1981.935791,850,76.29,-0.6,-0.76,-0.0289,0.0001,0,-20,-20,10.6057,32.56
1502,1981.943481,849.9,75.96,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.6049,32.64
1503,1981.949219,850,76.18,0,-0.76,0,0.0001,-0.0001,-20,-20,10.6043,32.65
1504,1981.956909,849.9,76.23,-0.4,-0.76,-0.0217,0.0001,0,-20,-20,10.6036,32.72
1505,1981.9646,850,76.34,-0.3,-0.76,-0.0144,0.0001,-0.0001,-20,-20,10.6028,32.66
1506,1981.970459,849.9,76.29,-0.7,-0.76,-0.0361,0.0001,-0.0001,-20,-20,10.6022,32.72
1507,1981.978149,850,76.4,0.3,-0.76,0.0144,0.0001,-0.0001,-20,-20,10.6014,32.75
1508,1981.98584,849.9,76.23,0.1,-0.76,0.0072,0.0001,0,-20,-20,10.6007,32.68
1509,1981.99353,850,76.23,0.1,-0.76,0.0072,0.0001,-0.0001,-20,-20,10.5999,32.64
1510,1981.999268,849.9,76.56,0.7,-0.77,0.0361,0,0,-20,-20,10.5993,32.71
1511,1982.006958,850,76.34,0.1,-0.76,0.0072,0.0001,-0.0001,-20,-20,10.5986,32.55
1512,1982.014648,850,76.34,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.5978,32.72
1513,1982.022339,850,76.12,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.597,32.74
1514,1982.028198,849.9,76.34,-0.6,-0.76,-0.0289,0.0001,0,-20,-20,10.5964,32.66
1515,1982.035889,849.9,76.29,0.4,-0.76,0.0217,0.0001,0,-20,-20,10.5956,32.67
1516,1982.043579,850.1,76.23,-0.7,-0.76,-0.0361,0.0001,-0.0001,-20,-20,10.5949,32.67
1517,1982.05127,850,76.07,-1.1,-0.76,-0.0578,0.0001,0,-20,-20,10.5941,32.62
1518,1982.057007,850.1,76.56,0.1,-0.77,0.0072,0,-0.0001,-20,-20,10.5935,32.66
1519,1982.064697,850,76.34,-1.3,-0.76,-0.065,0.0001,0,-20,-20,10.5928,32.48
1520,1982.072388,850.1,76.51,-0.7,-0.77,-0.0361,0.0001,0,-20,-20,10.592,32.53
1521,1982.080078,850.1,76.45,0.4,-0.76,0.0217,0.0001,0,-20,-20,10.5912,32.59
1522,1982.085938,850,76.4,-0.7,-0.76,-0.0361,0.0001,0,-20,-20,10.5907,32.54
1523,1982.093628,850,76.29,-0.3,-0.76,-0.0144,0.0001,0.0001,-20,-20,10.5899,32.59
1524,1982.101318,850,76.34,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.5891,32.69
1525,1982.109009,849.9,76.07,-1,-0.76,-0.0506,0.0001,0.0001,-20,-20,10.5883,32.71
1526,1982.114868,849.9,76.18,0.6,-0.76,0.0289,0.0001,0.0001,-20,-20,10.5878,32.55
1527,1982.122559,850.1,76.45,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.587,32.51
1528,1982.130249,850.1,76.12,-0.8,-0.76,-0.0433,0.0001,0.0001,-20,-20,10.5862,32.52
1529,1982.137939,850.1,76.45,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.5855,32.44
1530,1982.143677,850.1,76.34,0.7,-0.76,0.0361,0.0001,0.0001,-20,-20,10.5849,32.43
1531,1982.151367,850,76.18,-0.7,-0.76,-0.0361,0.0001,0.0001,-20,-20,10.5841,32.54
1532,1982.15918,849.9,76.45,-0.7,-0.76,-0.0361,0.0001,0.0001,-20,-20,10.5833,32.66
1533,1982.166748,850,76.18,-0.3,-0.76,-0.0144,0.0001,0.0001,-20,-20,10.5826,32.67
1534,1982.172607,849.9,76.12,-0.7,-0.76,-0.0361,0.0001,0.0001,-20,-20,10.582,32.65
1535,1982.180176,850,76.23,-0.6,-0.76,-0.0289,0.0001,0.0002,-20,-20,10.5812,32.53
1536,1982.187866,850.1,76.4,-1,-0.76,-0.0506,0.0001,0.0001,-20,-20,10.5805,32.67
1537,1982.195557,850.1,76.23,0.7,-0.76,0.0361,0.0001,0.0002,-20,-20,10.5797,32.53
1538,1982.201416,850.1,75.96,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.5791,32.49
1539,1982.209106,850.1,76.18,0.1,-0.76,0.0072,0.0001,0.0001,-20,-20,10.5784,32.46
1540,1982.216797,850.1,76.12,0,-0.76,0,0.0001,0.0001,-20,-20,10.5776,32.44
1541,1982.224487,850.1,76.34,0.6,-0.76,0.0289,0.0001,0.0001,-20,-20,10.5768,32.49
1542,1982.230225,850.1,76.18,-1.1,-0.76,-0.0578,0.0001,0.0001,-20,-20,10.5762,32.44
1543,1982.237915,850,76.29,0.3,-0.76,0.0144,0.0001,0.0001,-20,-20,10.5755,32.52
1544,1982.245605,850,76.07,-1.1,-0.76,-0.0578,0.0001,0.0001,-20,-20,10.5747,32.63
1545,1982.253418,850,76.12,0,-0.76,0,0.0001,0,-20,-20,10.5739,32.55
1546,1982.259155,849.9,75.96,0.4,-0.76,0.0217,0.0001,0,-20,-20,10.5733,32.62
1547,1982.266846,849.9,76.23,-0.4,-0.76,-0.0217,0.0001,-0.0001,-20,-20,10.5726,32.68
1548,1982.274536,849.9,76.23,-0.6,-0.76,-0.0289,0.0001,-0.0001,-20,-20,10.5718,32.66
1549,1982.282227,849.9,75.9,-0.4,-0.76,-0.0217,0.0001,-0.0002,-20,-20,10.571,32.67
1550,1982.287964,850,76.01,-1,-0.76,-0.0506,0.0001,-0.0002,-20,-20,10.5704,32.57
1551,1982.295654,850,76.34,-0.4,-0.76,-0.0217,0.0001,-0.0002,-20,-20,10.5697,32.65
1552,1982.303345,850,76.18,-0.4,-0.76,-0.0217,0.0001,-0.0001,-20,-20,10.5689,32.5
1553,1982.311035,850.1,76.56,-1.1,-0.77,-0.0578,0,-0.0002,-20,-20,10.5681,32.49
1554,1982.316895,850,76.45,-0.7,-0.76,-0.0361,0.0001,-0.0001,-20,-20,10.5676,32.49
1555,1982.324585,850,76.29,-0.6,-0.76,-0.0289,0.0001,0,-20,-20,10.5668,32.58
1556,1982.332275,850,76.18,-0.1,-0.76,-0.0072,0.0001,0.0001,-20,-20,10.566,32.56
1557,1982.339966,850.1,75.96,-1,-0.76,-0.0506,0.0001,0.0001,-20,-20,10.5652,32.53
1558,1982.345703,850,76.51,-0.3,-0.77,-0.0144,0.0001,0.0001,-20,-20,10.5647,32.54
1559,1982.353394,850,76.23,-0.6,-0.76,-0.0289,0.0001,0.0001,-20,-20,10.5639,32.6
1560,1982.361084,850,75.9,0,-0.76,0,0.0001,0,-20,-20,10.5631,32.62
1561,1982.368774,850,75.9,-1.3,-0.76,-0.065,0.0001,0.0001,-20,-20,10.5624,32.54
1562,1982.374634,850,76.4,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.5618,32.74
1563,1982.382324,849.9,76.4,-0.4,-0.76,-0.0217,0.0001,0,-20,-20,10.561,32.7
1564,1982.390015,850.1,76.12,-0.8,-0.76,-0.0433,0.0001,-0.0001,-20,-20,10.5603,32.58
1565,1982.397705,850,76.12,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.5595,32.61
1566,1982.403442,850,76.23,-0.4,-0.76,-0.0217,0.0001,0,-20,-20,10.5589,32.48
1567,1982.411133,850.1,76.23,-0.3,-0.76,-0.0144,0.0001,0.0001,-20,-20,10.5581,32.52
1568,1982.418823,850.1,76.51,-0.1,-0.77,-0.0072,0.0001,0,-20,-20,10.5574,32.54
1569,1982.424683,850.1,76.4,-0.4,-0.76,-0.0217,0.0001,0.0001,-20,-20,10.5568,32.63
1570,1982.432373,850,76.12,-1.3,-0.76,-0.065,0.0001,0.0001,-20,-20,10.556,32.48
1571,1982.440063,850,76.07,-0.3,-0.76,-0.0144,0.0001,0.0001,-20,-20,10.5552,32.48
1572,1982.447754,850,75.9,-1,-0.76,-0.0506,0.0001,0.0001,-20,-20,10.5545,32.62
1573,1982.455444,850,75.96,-1.4,-0.76,-0.0722,0.0001,0,-20,-20,10.5537,32.48
1574,1982.461182,850.1,76.01,-1,-0.76,-0.0506,0.0001,-0.0001,-20,-20,10.5531,32.41
1575,1982.468872,850.1,76.29,-0.3,-0.76,-0.0144,0.0001,-0.0002,-20,-20,10.5524,32.46
1576,1982.476563,850,76.07,0,-0.76,0,0.0001,-0.0001,-20,-20,10.5516,32.55
1577,1982.482422,850,76.67,-1.1,-0.77,-0.0578,0,-0.0002,-20,-20,10.551,32.66
1578,1982.490112,850,76.51,-0.1,-0.77,-0.0072,0.0001,-0.0002,-20,-20,10.5502,32.59
1579,1982.497681,849.9,76.01,-0.1,-0.76,-0.0072,0.0001,-0.0002,-20,-20,10.5495,32.7
1580,1982.505371,849.9,76.12,0.1,-0.76,0.0072,0.0001,-0.0001,-20,-20,10.5487,32.69
1581,1982.51123,849.9,76.12,-0.1,-0.76,-0.0072,0.0001,0,-20,-20,10.5481,32.77
1582,1982.518921,849.8,76.62,-0.3,-0.77,-0.0144,0,0,-20,-20,10.5473,32.7
