C:\WinT,A100\DIL805.PR,O\Data\Def,ormation,\SalimAlha,bsi\Ti64,\Basic file\,058_Compress,ion_Salim_Ti6,4_850_-2,.0_CoolPo,werOff_010_,.asc
No.,Time,Tem.1,DL,Force,Strain,kf (Def.),Phi  (D),Phi* (D),Tem.2,Tem.3,Poti,HF
,s,∞C,µm,N,%,N/mm≤,,1/s,∞C,∞C,mm,%
7782,2027.224609,850.1,-3424.24,3210.5,34.24,107.5188,0.4269,0.0098,-20,-20,6.9049,33.1
7783,2027.2323,850.1,-3424.79,3211.2,34.25,107.5334,0.427,0.0098,-20,-20,6.9044,33.28
7784,2027.238037,850,-3425.29,3212.3,34.25,107.563,0.427,0.0097,-20,-20,6.9041,33.26
7785,2027.245728,850,-3425.35,3212.4,34.25,107.5668,0.427,0.0097,-20,-20,6.9036,33.23
7786,2027.25354,849.9,-3426.23,3211.6,34.26,107.5241,0.4272,0.0098,-20,-20,6.9031,33.31
7787,2027.259277,850,-3426.62,3211.6,34.27,107.5178,0.4272,0.0096,-20,-20,6.9027,33.32
7788,2027.266968,850,-3427,3211.5,34.27,107.5067,0.4273,0.0098,-20,-20,6.9022,33.37
7789,2027.274658,849.9,-3427.39,3212,34.27,107.5193,0.4273,0.0096,-20,-20,6.9017,33.36
7790,2027.282349,849.9,-3428.05,3211.2,34.28,107.4802,0.4274,0.0098,-20,-20,6.9012,33.44
7791,2027.288208,849.9,-3428.22,3212.3,34.28,107.5152,0.4275,0.0098,-20,-20,6.9008,33.48
7792,2027.295898,849.9,-3428.44,3212.2,34.28,107.5068,0.4275,0.0099,-20,-20,6.9004,33.36
7793,2027.303589,849.9,-3429.7,3212.2,34.3,107.4861,0.4277,0.01,-20,-20,6.8999,33.34
7794,2027.311279,850,-3429.81,3212.7,34.3,107.5031,0.4277,0.0099,-20,-20,6.8994,33.33
7795,2027.317017,850,-3430.37,3212.7,34.3,107.4941,0.4278,0.0101,-20,-20,6.899,33.31
7796,2027.324707,850,-3430.75,3212,34.31,107.4642,0.4279,0.0099,-20,-20,6.8985,33.33
7797,2027.33252,850,-3431.08,3212.2,34.31,107.4635,0.4279,0.01,-20,-20,6.898,33.33
7798,2027.34021,850,-3431.58,3212.3,34.32,107.4601,0.428,0.0099,-20,-20,6.8975,33.28
7799,2027.345947,850.1,-3432.08,3213,34.32,107.4755,0.4281,0.0099,-20,-20,6.8971,33.23
7800,2027.353638,850,-3432.96,3213.4,34.33,107.4752,0.4282,0.0098,-20,-20,6.8966,33.19
7801,2027.36145,850.1,-3433.24,3213.1,34.33,107.4613,0.4282,0.0097,-20,-20,6.8961,33.29
7802,2027.369141,850,-3433.79,3212.4,34.34,107.4287,0.4283,0.0095,-20,-20,6.8956,33.26
7803,2027.374878,850,-3433.95,3213.6,34.34,107.4637,0.4283,0.0094,-20,-20,6.8953,33.36
7804,2027.382568,850.1,-3434.28,3212.6,34.34,107.4253,0.4284,0.0093,-20,-20,6.8948,33.23
7805,2027.390259,850,-3435,3213.3,34.35,107.4371,0.4285,0.0093,-20,-20,6.8943,33.3
7806,2027.397949,850,-3435.33,3214.1,34.35,107.4599,0.4286,0.0093,-20,-20,6.8938,33.41
7807,2027.403809,850,-3435.5,3213.7,34.35,107.4431,0.4286,0.0094,-20,-20,6.8934,33.43
7808,2027.411499,850,-3436.32,3213.6,34.36,107.4248,0.4287,0.0094,-20,-20,6.8929,33.31
7809,2027.419189,850.1,-3436.49,3213.7,34.36,107.4268,0.4287,0.0095,-20,-20,6.8924,33.3
7810,2027.42688,850,-3437.04,3214.6,34.37,107.446,0.4288,0.0094,-20,-20,6.8919,33.33
7811,2027.432617,850,-3437.48,3214.8,34.37,107.4482,0.4289,0.0096,-20,-20,6.8915,33.46
7812,2027.44043,850,-3438.03,3215.1,34.38,107.4486,0.429,0.0098,-20,-20,6.891,33.37
7813,2027.44812,849.9,-3438.26,3214.3,34.38,107.4168,0.429,0.01,-20,-20,6.8905,33.34
7814,2027.455811,850,-3438.97,3215.7,34.39,107.452,0.4291,0.0101,-20,-20,6.89,33.36
7815,2027.461548,850,-3439.47,3215.4,34.39,107.4345,0.4292,0.01,-20,-20,6.8897,33.31
7816,2027.469238,850.1,-3440.35,3216.2,34.4,107.4483,0.4293,0.0102,-20,-20,6.8892,33.25
7817,2027.476929,850,-3440.35,3215.4,34.4,107.4201,0.4293,0.01,-20,-20,6.8887,33.37
7818,2027.484619,850,-3440.85,3217.1,34.41,107.4684,0.4294,0.0101,-20,-20,6.8882,33.35
7819,2027.490356,849.9,-3440.96,3216.7,34.41,107.4525,0.4294,0.01,-20,-20,6.8878,33.38
7820,2027.498169,850,-3441.68,3216.8,34.42,107.4454,0.4295,0.0101,-20,-20,6.8873,33.44
7821,2027.505859,850,-3442.67,3216.2,34.43,107.4103,0.4297,0.01,-20,-20,6.8868,33.42
7822,2027.51355,849.9,-3443.05,3217.8,34.43,107.4557,0.4297,0.01,-20,-20,6.8863,33.43
7823,2027.519287,850,-3443.39,3218.1,34.43,107.4597,0.4298,0.0098,-20,-20,6.8859,33.34
7824,2027.526978,850,-3443.66,3219.3,34.44,107.4975,0.4298,0.0097,-20,-20,6.8854,33.28
7825,2027.53479,850.1,-3444.21,3218.6,34.44,107.4649,0.4299,0.0098,-20,-20,6.8849,33.35
7826,2027.540527,850.1,-3444.16,3218.2,34.44,107.4517,0.4299,0.0097,-20,-20,6.8845,33.27
7827,2027.548218,850,-3444.99,3218.5,34.45,107.4476,0.43,0.01,-20,-20,6.884,33.26
7828,2027.555908,850,-3445.54,3218.9,34.46,107.4526,0.4301,0.0099,-20,-20,6.8835,33.28
7829,2027.563721,849.9,-3446.14,3218.9,34.46,107.4427,0.4302,0.01,-20,-20,6.883,33.3
7830,2027.569458,850,-3446.7,3219.5,34.47,107.4524,0.4303,0.01,-20,-20,6.8827,33.41
7831,2027.577148,850,-3446.7,3219.5,34.47,107.4524,0.4303,0.0101,-20,-20,6.8822,33.26
7832,2027.584839,850,-3447.25,3219.6,34.47,107.4481,0.4304,0.0102,-20,-20,6.8817,33.28
7833,2027.592529,850,-3448.02,3220,34.48,107.4495,0.4305,0.0102,-20,-20,6.8812,33.42
7834,2027.598267,850,-3448.52,3219.2,34.49,107.4132,0.4306,0.0104,-20,-20,6.8808,33.36
7835,2027.605957,850.1,-3448.9,3218.8,34.49,107.3928,0.4306,0.0104,-20,-20,6.8803,33.2
7836,2027.613647,850.1,-3449.29,3218.5,34.49,107.377,0.4307,0.0104,-20,-20,6.8798,33.22
7837,2027.62146,850.1,-3449.78,3217.8,34.5,107.3454,0.4308,0.0103,-20,-20,6.8793,33.14
7838,2027.627197,850.1,-3450.5,3217.8,34.51,107.3337,0.4309,0.0102,-20,-20,6.879,33.29
7839,2027.634888,850,-3451.16,3217.8,34.51,107.3228,0.431,0.0102,-20,-20,6.8785,33.31
7840,2027.642578,850.1,-3451.44,3217.4,34.51,107.3042,0.431,0.0101,-20,-20,6.878,33.23
7841,2027.650269,850,-3451.83,3217.1,34.52,107.2885,0.4311,0.0101,-20,-20,6.8775,33.26
7842,2027.656006,850.1,-3452.1,3217.1,34.52,107.284,0.4311,0.0099,-20,-20,6.8771,33.29
7843,2027.663696,850.1,-3452.6,3216.5,34.53,107.2571,0.4312,0.0098,-20,-20,6.8766,33.23
7844,2027.671387,850.1,-3453.37,3216.4,34.53,107.2397,0.4313,0.0097,-20,-20,6.8761,33.21
7845,2027.679077,850.1,-3453.7,3217.9,34.54,107.2859,0.4314,0.0097,-20,-20,6.8757,33.34
7846,2027.684937,850.1,-3454.2,3217.1,34.54,107.2496,0.4314,0.0096,-20,-20,6.8753,33.33
7847,2027.692627,850.1,-3454.47,3217.8,34.54,107.2686,0.4315,0.0095,-20,-20,6.8748,33.2
7848,2027.700317,850.1,-3455.14,3218.6,34.55,107.2859,0.4316,0.0093,-20,-20,6.8743,33.04
7849,2027.708008,850.2,-3455.63,3218.6,34.56,107.2777,0.4317,0.0093,-20,-20,6.8738,33.11
7850,2027.713745,850.2,-3455.96,3219.2,34.56,107.2911,0.4317,0.0092,-20,-20,6.8734,33.17
7851,2027.721558,850.1,-3456.18,3218.6,34.56,107.2687,0.4317,0.0094,-20,-20,6.8729,33.17
7852,2027.729248,850,-3456.57,3218.2,34.57,107.2483,0.4318,0.0094,-20,-20,6.8724,33.32
7853,2027.736938,850,-3457.12,3218.6,34.57,107.2533,0.4319,0.0094,-20,-20,6.8719,33.33
7854,2027.742676,849.9,-3457.84,3217.8,34.58,107.2134,0.432,0.0095,-20,-20,6.8716,33.27
7855,2027.750366,850,-3457.78,3218.2,34.58,107.2284,0.432,0.0095,-20,-20,6.8711,33.36
7856,2027.758057,849.9,-3458.78,3219.6,34.59,107.259,0.4321,0.0098,-20,-20,6.8706,33.35
7857,2027.765747,849.9,-3458.67,3219.2,34.59,107.2468,0.4321,0.0098,-20,-20,6.8701,33.33
7858,2027.771606,849.9,-3459.22,3220.5,34.59,107.2799,0.4322,0.0101,-20,-20,6.8697,33.38
7859,2027.779297,850,-3459.82,3219.8,34.6,107.2465,0.4323,0.01,-20,-20,6.8692,33.35
7860,2027.786987,850,-3460.87,3220.2,34.61,107.2434,0.4325,0.0103,-20,-20,6.8687,33.33
7861,2027.794678,850,-3461.48,3220.7,34.61,107.2522,0.4325,0.01,-20,-20,6.8682,33.38
7862,2027.800415,850,-3461.37,3219.6,34.61,107.2165,0.4325,0.0101,-20,-20,6.8679,33.32
7863,2027.808228,849.9,-3461.65,3220.3,34.62,107.2354,0.4326,0.0099,-20,-20,6.8674,33.31
7864,2027.815918,850,-3462.2,3219.8,34.62,107.2076,0.4327,0.0097,-20,-20,6.8669,33.27
7865,2027.823608,849.8,-3463.13,3220.6,34.63,107.2204,0.4328,0.0098,-20,-20,6.8664,33.39
7866,2027.829346,849.9,-3462.91,3220.9,34.63,107.2334,0.4328,0.0097,-20,-20,6.866,33.42
7867,2027.837158,850,-3463.91,3221.9,34.64,107.2499,0.4329,0.0097,-20,-20,6.8655,33.43
7868,2027.844849,849.9,-3464.4,3220.6,34.64,107.1996,0.433,0.0095,-20,-20,6.865,33.37
7869,2027.850586,849.9,-3464.35,3220.9,34.64,107.2098,0.433,0.0096,-20,-20,6.8646,33.49
7870,2027.858276,849.9,-3465.07,3220.3,34.65,107.1793,0.4331,0.0096,-20,-20,6.8642,33.38
7871,2027.865967,850,-3465.4,3221.6,34.65,107.2161,0.4331,0.0097,-20,-20,6.8637,33.42
7872,2027.873657,850,-3465.84,3222.3,34.66,107.2322,0.4332,0.0098,-20,-20,6.8632,33.28
7873,2027.879395,849.9,-3466.33,3221,34.66,107.1819,0.4333,0.01,-20,-20,6.8628,33.4
7874,2027.887207,849.9,-3466.89,3222.2,34.67,107.2104,0.4334,0.0101,-20,-20,6.8623,33.42
7875,2027.894897,850,-3467.33,3221.7,34.67,107.1891,0.4334,0.0101,-20,-20,6.8618,33.3
7876,2027.902588,850,-3467.77,3222.2,34.68,107.1959,0.4335,0.0101,-20,-20,6.8613,33.38
7877,2027.908325,850,-3468.54,3222.7,34.69,107.2019,0.4336,0.0101,-20,-20,6.8609,33.31
7878,2027.916016,850,-3469.04,3222.3,34.69,107.1797,0.4337,0.0101,-20,-20,6.8604,33.25
7879,2027.923706,850,-3469.15,3222.6,34.69,107.1873,0.4337,0.0101,-20,-20,6.8599,33.38
7880,2027.931396,850.1,-3469.81,3222.6,34.7,107.1764,0.4338,0.0099,-20,-20,6.8595,33.28
7881,2027.937134,850.1,-3470.2,3222,34.7,107.1514,0.4339,0.0098,-20,-20,6.8591,33.2
7882,2027.944824,850,-3470.86,3222.3,34.71,107.1499,0.434,0.0097,-20,-20,6.8586,33.26
7883,2027.952637,850.1,-3471.3,3221.9,34.71,107.1286,0.434,0.0097,-20,-20,6.8581,33.21
7884,2027.960327,850.1,-3471.63,3222.9,34.72,107.1559,0.4341,0.0095,-20,-20,6.8576,33.33
7885,2027.966064,850.1,-3471.96,3222.4,34.72,107.1364,0.4342,0.0095,-20,-20,6.8572,33.26
7886,2027.973755,850.1,-3472.4,3223.3,34.72,107.1573,0.4342,0.0095,-20,-20,6.8567,33.29
7887,2027.981445,850,-3472.68,3222.3,34.73,107.12,0.4343,0.0095,-20,-20,6.8563,33.3
7888,2027.989136,850,-3473.45,3222.7,34.73,107.1214,0.4344,0.0096,-20,-20,6.8558,33.36
7889,2027.994873,850,-3473.62,3223.6,34.74,107.1467,0.4344,0.0096,-20,-20,6.8554,33.41
7890,2028.002563,850,-3474.39,3223.3,34.74,107.1247,0.4345,0.0098,-20,-20,6.8549,33.34
7891,2028.010254,850,-3474.77,3222.9,34.75,107.1043,0.4346,0.0097,-20,-20,6.8544,33.27
7892,2028.018066,849.9,-3475.33,3223.1,34.75,107.1046,0.4347,0.0098,-20,-20,6.8539,33.3
7893,2028.023804,850,-3475.44,3223.4,34.75,107.1121,0.4347,0.0097,-20,-20,6.8536,33.37
7894,2028.031494,850,-3476.21,3224.3,34.76,107.1275,0.4348,0.0098,-20,-20,6.8531,33.36
7895,2028.039185,850,-3476.82,3223.8,34.77,107.1035,0.4349,0.0098,-20,-20,6.8526,33.25
7896,2028.046875,850,-3476.71,3223.6,34.77,107.096,0.4349,0.0098,-20,-20,6.8521,33.51
7897,2028.052612,850,-3477.64,3223.4,34.78,107.0759,0.435,0.0098,-20,-20,6.8517,33.41
7898,2028.060303,850,-3478.2,3225.1,34.78,107.123,0.4351,0.0096,-20,-20,6.8512,33.28
7899,2028.067993,850,-3478.53,3224,34.79,107.0801,0.4352,0.0097,-20,-20,6.8507,33.28
7900,2028.075806,850.1,-3478.86,3225.8,34.79,107.1355,0.4352,0.0096,-20,-20,6.8502,33.34
7901,2028.081543,850,-3478.97,3224.8,34.79,107.1009,0.4352,0.0097,-20,-20,6.8499,33.25
7902,2028.089233,850.1,-3479.79,3224.7,34.8,107.0827,0.4354,0.0096,-20,-20,6.8494,33.35
7903,2028.096924,850,-3480.29,3225,34.8,107.0839,0.4354,0.0098,-20,-20,6.8489,33.26
7904,2028.104614,850.1,-3480.68,3224.8,34.81,107.0729,0.4355,0.0098,-20,-20,6.8484,33.25
7905,2028.110474,850,-3481.06,3225.1,34.81,107.0759,0.4355,0.0099,-20,-20,6.848,33.3
7906,2028.118164,850,-3481.62,3225.7,34.82,107.0855,0.4356,0.0099,-20,-20,6.8475,33.4
7907,2028.125854,850,-3482.06,3225.8,34.82,107.0829,0.4357,0.0098,-20,-20,6.847,33.26
7908,2028.133545,850,-3482.77,3225.8,34.83,107.0711,0.4358,0.0098,-20,-20,6.8465,33.29
7909,2028.139282,849.9,-3483.05,3226.2,34.83,107.0806,0.4359,0.0097,-20,-20,6.8461,33.34
7910,2028.146973,850,-3483.55,3226.7,34.84,107.0865,0.4359,0.0097,-20,-20,6.8456,33.48
7911,2028.154785,849.9,-3483.88,3226.7,34.84,107.081,0.436,0.0094,-20,-20,6.8451,33.44
7912,2028.162476,850,-3484.48,3227.9,34.84,107.1131,0.4361,0.0093,-20,-20,6.8446,33.35
7913,2028.168213,850.1,-3484.81,3228.1,34.85,107.1123,0.4361,0.009,-20,-20,6.8443,33.25
7914,2028.176025,850,-3485.48,3227.8,34.85,107.0921,0.4362,0.0091,-20,-20,6.8438,33.2
7915,2028.183716,850.1,-3485.59,3228.8,34.86,107.123,0.4362,0.0089,-20,-20,6.8433,33.26
7916,2028.189453,850.1,-3485.86,3228.5,34.86,107.1091,0.4363,0.0089,-20,-20,6.8429,33.28
7917,2028.197144,850.1,-3486.58,3229.3,34.87,107.1253,0.4364,0.0088,-20,-20,6.8424,33.16
7918,2028.204834,850.1,-3486.64,3228.5,34.87,107.0964,0.4364,0.0089,-20,-20,6.8419,33.15
7919,2028.212646,850,-3487.35,3229.1,34.87,107.1033,0.4365,0.0091,-20,-20,6.8414,33.29
7920,2028.218384,850,-3487.24,3229.1,34.87,107.1051,0.4365,0.0092,-20,-20,6.841,33.31
7921,2028.226074,850.1,-3488.12,3229.3,34.88,107.0999,0.4366,0.0094,-20,-20,6.8405,33.31
7922,2028.233765,849.9,-3488.57,3229.9,34.89,107.1114,0.4367,0.0096,-20,-20,6.84,33.36
7923,2028.241455,849.9,-3489.17,3230.5,34.89,107.12,0.4368,0.0098,-20,-20,6.8396,33.44
7924,2028.247192,849.9,-3489.5,3230.7,34.9,107.1239,0.4368,0.0099,-20,-20,6.8392,33.42
7925,2028.255005,850,-3489.89,3230.9,34.9,107.1222,0.4369,0.01,-20,-20,6.8387,33.5
7926,2028.262573,849.9,-3490.33,3230,34.9,107.087,0.437,0.0101,-20,-20,6.8382,33.32
7927,2028.270386,849.9,-3491.27,3231.3,34.91,107.1135,0.4371,0.0103,-20,-20,6.8377,33.41
7928,2028.276123,850,-3491.16,3231.9,34.91,107.134,0.4371,0.0103,-20,-20,6.8373,33.32
7929,2028.283813,850,-3492.1,3231.6,34.92,107.1093,0.4372,0.0104,-20,-20,6.8368,33.38
7930,2028.291504,849.9,-3492.21,3231.3,34.92,107.0981,0.4373,0.0102,-20,-20,6.8363,33.28
7931,2028.299194,849.9,-3493.15,3232.3,34.93,107.1153,0.4374,0.0103,-20,-20,6.8358,33.47
7932,2028.305054,849.9,-3493.42,3232.3,34.93,107.1108,0.4374,0.0101,-20,-20,6.8355,33.4
7933,2028.312744,849.8,-3493.75,3233.1,34.94,107.1333,0.4375,0.0103,-20,-20,6.835,33.46
7934,2028.320435,849.9,-3494.19,3232.1,34.94,107.0934,0.4376,0.01,-20,-20,6.8345,33.46
7935,2028.328125,850,-3495.08,3232,34.95,107.0742,0.4377,0.01,-20,-20,6.834,33.37
7936,2028.333862,850.1,-3495.46,3233.4,34.95,107.1145,0.4378,0.0099,-20,-20,6.8336,33.37
7937,2028.341553,850.1,-3495.68,3232.4,34.96,107.0782,0.4378,0.0098,-20,-20,6.8331,33.3
7938,2028.349243,850.1,-3496.12,3233,34.96,107.0896,0.4379,0.0098,-20,-20,6.8326,33.24
7939,2028.356934,850,-3496.34,3232,34.96,107.0533,0.4379,0.0098,-20,-20,6.8321,33.27
7940,2028.362793,850.1,-3497.17,3232.4,34.97,107.0537,0.438,0.0098,-20,-20,6.8318,33.3
7941,2028.370483,850,-3497.78,3233.7,34.98,107.0857,0.4381,0.0099,-20,-20,6.8313,33.33
7942,2028.378174,850.1,-3497.78,3233.1,34.98,107.067,0.4381,0.0099,-20,-20,6.8308,33.26
7943,2028.385864,850.1,-3498.5,3233.3,34.98,107.0599,0.4382,0.0099,-20,-20,6.8303,33.17
7944,2028.391602,850.1,-3499.05,3232.7,34.99,107.0322,0.4383,0.01,-20,-20,6.8299,33.24
7945,2028.399292,849.9,-3499.21,3232.7,34.99,107.0294,0.4383,0.01,-20,-20,6.8294,33.42
7946,2028.407104,850,-3499.93,3234,35,107.0596,0.4384,0.0101,-20,-20,6.8289,33.42
7947,2028.414795,849.9,-3500.32,3232.4,35,107.0019,0.4385,0.0101,-20,-20,6.8285,33.33
7948,2028.420532,849.9,-3500.92,3231.2,35.01,106.95,0.4386,0.0101,-20,-20,6.8281,33.43
7949,2028.428223,850,-3501.42,3232.3,35.01,106.9791,0.4387,0.0099,-20,-20,6.8276,33.28
7950,2028.435913,849.9,-3502.08,3230.9,35.02,106.9216,0.4388,0.0099,-20,-20,6.8271,33.33
7951,2028.443726,850.1,-3502.25,3231.6,35.02,106.9422,0.4388,0.0096,-20,-20,6.8266,33.33
7952,2028.449463,850,-3502.52,3232.9,35.03,106.9796,0.4388,0.0097,-20,-20,6.8263,33.29
7953,2028.457153,850,-3503.35,3232.6,35.03,106.9566,0.439,0.0096,-20,-20,6.8258,33.29
7954,2028.464844,850,-3503.3,3231.7,35.03,106.9296,0.439,0.0095,-20,-20,6.8253,33.2
7955,2028.472534,849.9,-3504.12,3233,35.04,106.9579,0.4391,0.0095,-20,-20,6.8248,33.33
7956,2028.478271,850,-3504.73,3231.7,35.05,106.906,0.4392,0.0095,-20,-20,6.8244,33.42
7957,2028.485962,850.1,-3505.01,3232,35.05,106.9108,0.4392,0.0095,-20,-20,6.8239,33.37
7958,2028.493652,849.9,-3505.17,3232.1,35.05,106.9127,0.4393,0.0096,-20,-20,6.8234,33.36
7959,2028.499512,850,-3505.34,3232.4,35.05,106.9193,0.4393,0.0097,-20,-20,6.8231,33.38
7960,2028.507202,850,-3506,3232.4,35.06,106.9084,0.4394,0.0098,-20,-20,6.8226,33.32
7961,2028.514893,849.9,-3506.94,3232,35.07,106.879,0.4395,0.0101,-20,-20,6.8221,33.41
7962,2028.522583,850,-3507.21,3232,35.07,106.8745,0.4396,0.0102,-20,-20,6.8216,33.32
7963,2028.52832,850,-3507.76,3232,35.08,106.8654,0.4396,0.0102,-20,-20,6.8212,33.33
7964,2028.536011,850,-3508.04,3232.6,35.08,106.8794,0.4397,0.0101,-20,-20,6.8208,33.34
7965,2028.543701,850,-3508.76,3231.4,35.09,106.8304,0.4398,0.0102,-20,-20,6.8203,33.38
7966,2028.551514,850.1,-3509.36,3232.7,35.09,106.8623,0.4399,0.0102,-20,-20,6.8198,33.26
7967,2028.557251,850,-3509.25,3231.9,35.09,106.8362,0.4399,0.0102,-20,-20,6.8194,33.29
7968,2028.564941,849.9,-3509.97,3231.9,35.1,106.8244,0.44,0.0101,-20,-20,6.8189,33.26
7969,2028.572632,850,-3510.8,3231.6,35.11,106.8015,0.4401,0.01,-20,-20,6.8184,33.42
7970,2028.580444,850.1,-3511.13,3232.3,35.11,106.8193,0.4402,0.0099,-20,-20,6.8179,33.3
7971,2028.586182,850,-3511.52,3231.9,35.12,106.799,0.4402,0.0098,-20,-20,6.8176,33.21
7972,2028.593872,850.1,-3511.79,3232.3,35.12,106.8084,0.4403,0.0098,-20,-20,6.8171,33.24
7973,2028.601563,850,-3512.29,3232.3,35.12,106.8002,0.4403,0.0095,-20,-20,6.8166,33.42
7974,2028.609253,850.1,-3513.17,3232,35.13,106.7764,0.4405,0.0097,-20,-20,6.8161,33.37
7975,2028.615112,850,-3513,3232.3,35.13,106.7884,0.4405,0.0096,-20,-20,6.8157,33.37
7976,2028.622803,850.1,-3513.67,3233.3,35.14,106.8101,0.4406,0.0097,-20,-20,6.8152,33.29
7977,2028.630493,850,-3514.22,3231.2,35.14,106.7312,0.4406,0.0096,-20,-20,6.8148,33.3
7978,2028.638184,850.1,-3514.49,3232.4,35.14,106.7685,0.4407,0.0096,-20,-20,6.8143,33.22
7979,2028.643921,850.1,-3515.32,3232.1,35.15,106.7456,0.4408,0.0096,-20,-20,6.8139,33.22
7980,2028.651611,850.1,-3515.38,3232.9,35.15,106.768,0.4408,0.0097,-20,-20,6.8134,33.03
7981,2028.659302,850.2,-3515.93,3233.3,35.16,106.7728,0.4409,0.0099,-20,-20,6.8129,33.13
7982,2028.666992,850.1,-3516.31,3233.1,35.16,106.7618,0.441,0.0098,-20,-20,6.8124,33.1
7983,2028.672852,850.1,-3516.87,3232.1,35.17,106.7202,0.4411,0.0101,-20,-20,6.8121,33.05
7984,2028.680542,850.1,-3517.36,3233.8,35.17,106.7678,0.4411,0.01,-20,-20,6.8116,33.2
7985,2028.688232,850.1,-3517.8,3233.4,35.18,106.7466,0.4412,0.0103,-20,-20,6.8111,33.13
7986,2028.695923,850.1,-3518.3,3233.8,35.18,106.7523,0.4413,0.0101,-20,-20,6.8106,33.23
7987,2028.70166,850,-3518.96,3233.8,35.19,106.7414,0.4414,0.0101,-20,-20,6.8102,33.22
7988,2028.709351,850.1,-3519.29,3234.1,35.19,106.7453,0.4414,0.0101,-20,-20,6.8097,33.26
7989,2028.717163,850,-3519.62,3233.6,35.2,106.7212,0.4415,0.01,-20,-20,6.8093,33.23
7990,2028.724854,850,-3520.62,3234.1,35.21,106.7235,0.4416,0.0101,-20,-20,6.8088,33.18
7991,2028.730591,850,-3520.4,3233.8,35.2,106.7178,0.4416,0.0098,-20,-20,6.8084,33.27
7992,2028.738281,849.9,-3521.28,3234.1,35.21,106.7126,0.4417,0.0098,-20,-20,6.8079,33.39
7993,2028.745972,850,-3521.94,3234.1,35.22,106.7017,0.4418,0.0095,-20,-20,6.8074,33.18
7994,2028.753662,850,-3522.05,3234,35.22,106.6952,0.4419,0.0095,-20,-20,6.8069,33.26
7995,2028.759399,850,-3522.55,3234.7,35.23,106.7103,0.4419,0.0092,-20,-20,6.8066,33.32
7996,2028.767212,850.1,-3522.66,3234.5,35.23,106.7038,0.4419,0.0094,-20,-20,6.8061,33.26
7997,2028.774902,850.1,-3523.16,3234.4,35.23,106.691,0.442,0.0091,-20,-20,6.8056,33.33
7998,2028.782593,850,-3523.82,3234.5,35.24,106.6847,0.4421,0.0092,-20,-20,6.8051,33.25
7999,2028.78833,850,-3524.48,3234.4,35.24,106.6692,0.4422,0.0092,-20,-20,6.8047,33.25
8000,2028.796143,850.1,-3524.53,3235.1,35.25,106.6915,0.4422,0.0093,-20,-20,6.8042,33.22
8001,2028.803833,849.9,-3525.14,3235.4,35.25,106.6908,0.4423,0.0094,-20,-20,6.8037,33.33
8002,2028.80957,850,-3525.03,3237.1,35.25,106.7483,0.4423,0.0095,-20,-20,6.8033,33.31
8003,2028.817261,849.9,-3525.97,3236,35.26,106.6957,0.4425,0.0096,-20,-20,6.8029,33.51
8004,2028.825073,850,-3526.3,3236.4,35.26,106.7042,0.4425,0.0098,-20,-20,6.8024,33.38
8005,2028.832764,850,-3527.02,3237.8,35.27,106.7387,0.4426,0.0101,-20,-20,6.8019,33.39
8006,2028.838501,850,-3526.96,3238.3,35.27,106.7582,0.4426,0.01,-20,-20,6.8015,33.32
8007,2028.846191,850,-3527.9,3238.6,35.28,106.752,0.4428,0.0102,-20,-20,6.801,33.28
8008,2028.853882,849.9,-3528.18,3238.1,35.28,106.7289,0.4428,0.0101,-20,-20,6.8005,33.18
8009,2028.861572,850,-3529.06,3238.8,35.29,106.7376,0.4429,0.0103,-20,-20,6.8,33.2
8010,2028.867432,850.1,-3529.28,3238.6,35.29,106.7293,0.443,0.0102,-20,-20,6.7996,33.2
8011,2028.875122,850,-3529.72,3239.3,35.3,106.7452,0.443,0.0102,-20,-20,6.7992,33.2
8012,2028.882813,850,-3530.27,3239.3,35.3,106.7361,0.4431,0.01,-20,-20,6.7987,33.26
8013,2028.890503,849.9,-3530.82,3240.9,35.31,106.778,0.4432,0.01,-20,-20,6.7982,33.34
8014,2028.89624,849.9,-3530.88,3241.2,35.31,106.7864,0.4432,0.0098,-20,-20,6.7978,33.4
8015,2028.903931,849.9,-3531.54,3240.9,35.32,106.7662,0.4433,0.0098,-20,-20,6.7973,33.39
8016,2028.911621,849.9,-3532.09,3239.9,35.32,106.7246,0.4434,0.0096,-20,-20,6.7968,33.37
8017,2028.919312,849.8,-3532.81,3241.3,35.33,106.7591,0.4435,0.0096,-20,-20,6.7963,33.39
8018,2028.925171,849.9,-3532.97,3241.4,35.33,106.761,0.4435,0.0096,-20,-20,6.796,33.48
8019,2028.932861,850,-3533.08,3240.6,35.33,106.7314,0.4436,0.0097,-20,-20,6.7955,33.34
8020,2028.940552,850.1,-3533.8,3240.9,35.34,106.7288,0.4437,0.0096,-20,-20,6.795,33.4
8021,2028.948242,850,-3534.24,3240.2,35.34,106.6984,0.4437,0.0097,-20,-20,6.7945,33.35
8022,2028.953979,850,-3534.63,3240.9,35.35,106.7152,0.4438,0.0098,-20,-20,6.7942,33.19
8023,2028.961792,849.9,-3535.07,3240,35.35,106.6801,0.4439,0.0099,-20,-20,6.7937,33.36
8024,2028.969482,849.9,-3535.68,3241.2,35.36,106.7071,0.444,0.01,-20,-20,6.7932,33.42
8025,2028.977173,849.9,-3536.01,3240.7,35.36,106.6878,0.444,0.0099,-20,-20,6.7927,33.46
